nid,refseq_id,ncbi_name,ncbi_taxid,ncbi_species,ncbi_species_id
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Soleaferrea;s__Soleaferrea massiliensis,GCF_000820765.1,Candidatus Soleaferrea massiliensis AP7,1211843,Candidatus Soleaferrea massiliensis,1470354.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA11540;s__UBA11540 sp003445125,GCA_003445125.1,Oscillospiraceae bacterium,2485925,Oscillospiraceae bacterium,2485925.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900066845,GCA_900066845.1,uncultured Ruminococcus sp.,165186,uncultured Ruminococcus sp.,165186.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900538575,GCA_014867475.1,Gemmiger sp.,2049027,Gemmiger sp.,2049027.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900554975,GCA_905193165.1,uncultured Ruminococcus sp.,165186,uncultured Ruminococcus sp.,165186.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818;s__UBA3818 sp900557155,GCA_900757755.1,Oscillospiraceae bacterium,2485925,Oscillospiraceae bacterium,2485925.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818;s__UBA3818 sp904397845,GCA_904397845.1,uncultured Oscillospiraceae bacterium,707003,uncultured Oscillospiraceae bacterium,707003.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA5884;s__UBA5884 sp018376535,GCA_018376535.1,Ruminococcus sp.,41978,Ruminococcus sp.,41978.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA5884;s__UBA5884 sp900551505,GCA_905208445.1,uncultured Ruminococcus sp.,165186,uncultured Ruminococcus sp.,165186.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__UBA866 sp900543295,GCA_900543295.1,uncultured Oscillospiraceae bacterium,707003,uncultured Oscillospiraceae bacterium,707003.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1601;s__UMGS1601 sp900553335,GCA_900553335.1,uncultured Ruminococcus sp.,165186,uncultured Ruminococcus sp.,165186.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1668;s__UMGS1668 sp900553955,GCA_905194975.1,uncultured Oscillospiraceae bacterium,707003,uncultured Oscillospiraceae bacterium,707003.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1668;s__UMGS1668 sp900768105,GCA_900768105.1,Oscillospiraceae bacterium,2485925,Oscillospiraceae bacterium,2485925.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__UMGS363 sp900543105,GCA_014869185.1,Oscillospiraceae bacterium,2485925,Oscillospiraceae bacterium,2485925.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS363;s__UMGS363 sp900768245,GCA_905201135.1,uncultured Ruminococcus sp.,165186,uncultured Ruminococcus sp.,165186.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__Geddesella;s__Geddesella stercoravicola,GCA_018370695.1,Clostridiales bacterium,1898207,Clostridiales bacterium,1898207.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__HGM12619;s__HGM12619 sp900753195,GCA_905207625.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__UBA644 sp002299265,GCA_002299265.1,Clostridiales bacterium UBA644,1950915,Clostridiales bacterium UBA644,1950915.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__UBA644 sp014872655,GCA_014872655.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__UBA644 sp900547165,GCA_905213745.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UMGS1783;g__UMGS1783;s__UMGS1783 sp900555065,GCA_900555065.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UMGS1783;g__UMGS1783;s__UMGS1783 sp905209135,GCA_905209135.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alangreenwoodia;s__Alangreenwoodia gallinarii,GCF_904398315.1,Candidatus Alangreenwoodia gallinarii,2720823,Candidatus Alangreenwoodia gallinarii,2720823.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alangreenwoodia;s__Alangreenwoodia sp905206455,GCA_905206455.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alterileibacterium;s__Alterileibacterium massiliense,GCF_900104645.1,Alterileibacterium massiliense,1870997,Alterileibacterium massiliense,1870997.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12;s__BX12 sp014333425,GCF_014333425.1,Zhenpiania hominis,2763644,Mogibacterium sp. BX12,2763644.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__BX12;s__BX12 sp902363595,GCA_902363595.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Bacilliculturomica;s__Bacilliculturomica massiliensis,GCF_900605495.1,Bacilliculturomica massiliensis,1917867,Bacilliculturomica massiliensis,1917867.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Baileyella;s__Baileyella intestinalis,GCF_009695865.1,Baileyella intestinalis,2606709,Baileyella intestinalis,2606709.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Baileyella;s__Baileyella timonense,GCF_900155555.1,Mobilibacterium timonense,1871012,Mobilibacterium timonense,1871012.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp000435615,GCA_905193835.1,uncultured Firmicutes bacterium,344338,uncultured Firmicutes bacterium,344338.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp900542245,GCA_905193055.1,uncultured Firmicutes bacterium,344338,uncultured Firmicutes bacterium,344338.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp900551415,GCA_905197025.1,uncultured Firmicutes bacterium,344338,uncultured Firmicutes bacterium,344338.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp900754805,GCA_905209285.1,uncultured Firmicutes bacterium,344338,uncultured Firmicutes bacterium,344338.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__Copromorpha excrementavium,GCA_018715265.1,Candidatus Copromorpha excrementavium,2840741,Candidatus Copromorpha excrementavium,2840741.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__Copromorpha excrementipullorum,GCA_018713975.1,Candidatus Copromorpha excrementipullorum,2840743,Candidatus Copromorpha excrementipullorum,2840743.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__Copromorpha sp900066305,GCA_900066305.1,uncultured Eubacterium sp.,165185,uncultured Eubacterium sp.,165185.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__Copromorpha sp900545775,GCF_014385065.1,Lentihominibacter hominis,2763645,Mogibacterium sp. NSJ-24,2763645.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__Copromorpha sp900549125,GCA_014306095.1,Lentihominibacter faecis,2764712,Clostridiales Family XIII bacterium BX16,2764712.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Copromorpha;s__Copromorpha sp905193765,GCA_905193765.1,uncultured Eubacterium sp.,165185,uncultured Eubacterium sp.,165185.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp009935805,GCF_009935805.1,Emergencia sp. 1XD21-50,2304570,Emergencia sp. 1XD21-50,2304570.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp009936045,GCF_009910895.1,Anaerotruncus colihominis,169435,Anaerotruncus colihominis,169435.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp900066695,GCA_900066695.1,uncultured Eubacterium sp.,165185,uncultured Eubacterium sp.,165185.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp904420065,GCA_904420065.1,uncultured Emergencia sp.,1926559,uncultured Emergencia sp.,1926559.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia timonensis,GCF_003472745.1,Emergencia timonensis,1776384,Emergencia timonensis,1776384.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_B;s__Eubacterium_B infirmum,GCA_000242675.1,Eubacterium infirmum F0142,883109,[Eubacterium] infirmum,56774.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_B;s__Eubacterium_B sulci,GCA_001189495.1,Eubacterium sulci ATCC 35585,888727,[Eubacterium] sulci,143393.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_M;s__Eubacterium_M brachy,GCA_000488855.1,Eubacterium brachy ATCC 33089,1321814,[Eubacterium] brachy,35517.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_M;s__Eubacterium_M pullicola,GCA_014982745.1,Gallibacter intestinalis,2779356,Gallibacter intestinalis,2779356.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_N;s__Eubacterium_N saphenum,GCA_000161975.1,Eubacterium saphenum ATCC 49989,592031,[Eubacterium] saphenum,51123.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma;s__Fimisoma avicola,GCA_018714945.1,Candidatus Fimisoma avicola,2840826,Candidatus Fimisoma avicola,2840826.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma;s__Fimisoma sp000435715,GCA_018367915.1,Bacillota bacterium,1879010,Firmicutes bacterium,1879010.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma;s__Fimisoma sp002320005,GCA_002320005.1,Firmicutes bacterium UBA1702,1947939,Firmicutes bacterium UBA1702,1947939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma;s__Fimisoma sp900540145,GCA_904420135.1,uncultured Clostridia bacterium,244328,uncultured Clostridia bacterium,244328.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma;s__Fimisoma sp900542295,GCA_018367385.1,Bacillota bacterium,1879010,Firmicutes bacterium,1879010.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma;s__Fimisoma sp900545135,GCA_018374595.1,Bacillota bacterium,1879010,Firmicutes bacterium,1879010.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Fimisoma;s__Fimisoma sp900754795,GCA_905211585.1,uncultured Clostridia bacterium,244328,uncultured Clostridia bacterium,244328.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__Hornefia minuta,GCA_003433295.1,Eubacterium minutum ATCC 700079,888721,[Eubacterium] minutum,76124.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia;s__Hornefia nodata,GCA_000510425.1,Eubacterium nodatum ATCC 33099,1161902,[Eubacterium] nodatum,35518.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium diversum,GCF_002998925.1,Mogibacterium diversum,114527,Mogibacterium diversum,114527.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium pumilum,GCF_002243385.1,Mogibacterium pumilum,86332,Mogibacterium pumilum,86332.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium timidum,GCF_000525775.1,Mogibacterium timidum ATCC 33093,1401079,Mogibacterium timidum,35519.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__QAKD01;s__QAKD01 sp003343965,GCA_003343965.1,Clostridiales Family XIII bacterium,2137877,Clostridiales Family XIII bacterium,2137877.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG100;s__RUG100 sp900315555,GCA_900315555.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG708;s__RUG708 sp900321625,GCA_902796965.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__S5-A14a;s__S5-A14a sp000758905,GCA_000758905.1,Clostridiales bacterium S5-A14a,1230734,Clostridiales bacterium S5-A14a,1230734.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__S5-A14a;s__S5-A14a sp900553025,GCA_900553025.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UMGS973;s__UMGS973 sp900547295,GCA_905213205.1,uncultured Clostridia bacterium,244328,uncultured Clostridia bacterium,244328.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__VUNA01;s__VUNA01 sp002299625,GCF_009695905.1,Mogibacterium kristiansenii,2606708,Mogibacterium kristiansenii,2606708.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Criibacterium;s__Criibacterium bergeronii,GCF_001693775.2,Criibacterium bergeronii,1871336,Criibacterium bergeronii,1871336.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Filifactor;s__Filifactor alocis,GCF_000163895.2,Filifactor alocis ATCC 35896,546269,Filifactor alocis,143361.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Peptoanaerobacter;s__Peptoanaerobacter yurii,GCA_900167215.1,[Eubacterium] yurii,39498,[Eubacterium] yurii,39498.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile,GCF_003328455.1,Clostridioides difficile,1496,Clostridioides difficile,1496.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066495;s__GCA-900066495 sp900066495,GCF_015550495.1,Romboutsia sp. 1001713B170207_170306_H8,2787112,Romboutsia sp. 1001713B170207_170306_H8,2787112.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066495;s__GCA-900066495 sp900545985,GCF_012317385.1,Romboutsia sp. CE17,2724150,Romboutsia sp. CE17,2724150.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__GCA-900066495;s__GCA-900066495 sp902362365,GCA_902362365.1,Clostridiaceae bacterium,1898204,Clostridiaceae bacterium,1898204.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii,GCA_001078415.1,Clostridium sp. 1_1_41A1FAA,457397,Clostridium sp. 1_1_41A1FAA,457397.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter sp900540355,GCF_015667935.1,Clostridium sp. 1001270J_160509_D11,2787103,Clostridium sp. 1001270J_160509_D11,2787103.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium bifermentans,GCF_001282705.1,Candidatus Dorea massiliensis AP6,1211818,Candidatus Dorea massiliensis,1470355.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium sordellii,GCF_001023455.2,Paeniclostridium sordellii 8483,1172204,Paeniclostridium sordellii,1505.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium tenue,GCF_015668515.1,[Eubacterium] tenue,1737,[Eubacterium] tenue,1737.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter sp900539645,GCF_003478825.1,Peptoclostridium sp. AF21-18,2292243,Peptoclostridium sp. AF21-18,2292243.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter sp900550335,GCA_900758995.1,Peptostreptococcaceae bacterium,1904861,Peptostreptococcaceae bacterium,1904861.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus anaerobius,GCF_000178095.1,Peptostreptococcus anaerobius 653-L,596329,Peptostreptococcus anaerobius,1261.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus russellii_A,GCF_900110295.1,Peptostreptococcus russellii,215200,Peptostreptococcus russellii,215200.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus sp000758885,GCF_000758885.1,Peptostreptococcus sp. MV1,1219626,Peptostreptococcus sp. MV1,1219626.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus sp900759325,GCA_015257205.1,Peptostreptococcus sp.,1262,Peptostreptococcus sp.,1262.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus stomatis,GCF_000147675.1,Peptostreptococcus stomatis DSM 17678,596315,Peptostreptococcus stomatis,341694.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia ilealis,GCF_900015215.1,Romboutsia ilealis,1115758,Romboutsia ilealis,1115758.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis,GCF_900106845.1,Romboutsia timonensis,1776391,Romboutsia timonensis,1776391.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter mayombei,GCF_014333445.1,Terrisporobacter mayombei,1541,Terrisporobacter mayombei,1541.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter othiniensis,GCF_000808015.1,Terrisporobacter othiniensis,1577792,Terrisporobacter othiniensis,1577792.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter sp900557165,GCA_905209045.1,uncultured Terrisporobacter sp.,1505654,uncultured Terrisporobacter sp.,1505654.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp001552885,GCA_001552885.1,Clostridiales bacterium KA00274,1497955,Clostridiales bacterium KA00274,1497955.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__CAG-465 sp000433135,GCA_905201185.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__CAG-465 sp000433335,GCA_000433335.1,Clostridium sp. CAG:1219,1262772,Clostridium sp. CAG,1262772.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__CAG-465 sp000433755,GCA_018052845.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__CAG-465 sp905204915,GCA_905204915.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000434195,GCA_000434195.1,Clostridium sp. CAG:780,1262839,Clostridium sp. CAG,1262839.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000435175,GCA_018370255.1,Clostridium sp.,1506,Clostridium sp.,1506.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp900552135,GCA_900756375.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp900758165,GCA_905209065.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000431335,GCA_017993995.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000435535,GCA_000435535.1,Clostridium sp. CAG:575,1262823,Clostridium sp. CAG,1262823.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000437215,GCA_905202665.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000438255,GCA_905206055.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916005,GCA_001916005.1,Clostridium sp. 26_22,1896978,Clostridium sp. 26_22,1896978.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916035,GCA_001916035.1,Clostridium sp. 27_14,1896979,Clostridium sp. 27_14,1896979.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916055,GCA_001916055.1,Clostridium sp. 28_12,1896980,Clostridium sp. 28_12,1896980.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916065,GCA_001916065.1,Clostridium sp. 28_17,1896981,Clostridium sp. 28_17,1896981.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp003525075,GCA_018370675.1,Clostridium sp.,1506,Clostridium sp.,1506.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900551615,GCA_905194885.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900553985,GCA_018371835.1,Clostridium sp.,1506,Clostridium sp.,1506.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900554175,GCA_905201885.1,uncultured Eubacteriales bacterium,172733,uncultured Eubacteriales bacterium,172733.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900554365,GCA_905199785.1,uncultured Clostridium sp.,59620,uncultured Clostridium sp.,59620.0
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900554565,GCA_900758285.1,Clostridia bacterium,2044939,Clostridia bacterium,2044939.0
