nid,strain_name,specie_id,specie_name,k,refseq_id
2547399,Paraburkholderia sp. 7MH5,2547399,Paraburkholderia sp. 7MH5,Bacteria,GCF_004524855.1
2697019,Proteus sp. ZN5,2697019,Proteus sp. ZN5,Bacteria,GCF_011046025.1
1743165,Polynucleobacter sp. UK-Long2-W17,1743165,Polynucleobacter sp. UK-Long2-W17,Bacteria,GCF_013307205.1
70775,Pseudomonas plecoglossicida,70775,Pseudomonas plecoglossicida,Bacteria,GCF_013523035.1
2530390,Muribaculum sp. TLL-A4,2530390,Muribaculum sp. TLL-A4,Bacteria,GCF_004803695.1
28187,Acetohalobium arabaticum,28187,Acetohalobium arabaticum,Bacteria,GCF_000144695.1
2762277,Acetobacteraceae bacterium G55GP,2762277,Acetobacteraceae bacterium G55GP,Bacteria,GCF_014672835.1
907,Megasphaera elsdenii,907,Megasphaera elsdenii,Bacteria,GCF_000763195.1
2698804,Streptococcus sp. CNU G3,2698804,Streptococcus sp. CNU G3,Bacteria,GCF_009755785.1
2017685,Arthrobacter sp. PM3,2017685,Arthrobacter sp. PM3,Bacteria,GCF_003352915.1
265668,Vibrio ponticus,265668,Vibrio ponticus,Bacteria,GCF_001939685.1
259,Sphingobacterium thalpophilum,259,Sphingobacterium thalpophilum,Bacteria,GCF_901482695.1
1457250,Halapricum salinum,1457250,Halapricum salinum,Archaea,GCF_004799665.1
1768242,Paucibacter sp. KCTC 42545,1768242,Paucibacter sp. KCTC 42545,Bacteria,GCF_001477625.1
170861,Methanosarcina lacustris,170861,Methanosarcina lacustris,Archaea,GCF_000970265.1
2739062,Flavobacterium sp. M31R6,2739062,Flavobacterium sp. M31R6,Bacteria,GCF_013284035.1
147709,Carnobacterium inhibens,147709,Carnobacterium inhibens,Bacteria,GCF_014518445.1
2569541,Desulfopila sp. IMCC35005,2569541,Desulfopila sp. IMCC35005,Bacteria,GCF_005116655.2
1102,Prosthecochloris aestuarii,1102,Prosthecochloris aestuarii,Bacteria,GCA_011054385.1
1602166,,,,,GCF_018325805.1
2774188,Actinobacillus sp. GY-402,2774188,Actinobacillus sp. GY-402,Bacteria,GCF_014843355.1
463040,Bordetella genomosp. 13,463040,Bordetella genomosp. 13,Bacteria,GCF_002119665.1
28223,Desulfobacula toluolica,28223,Desulfobacula toluolica,Bacteria,GCF_000307105.1
2829816,,,,,GCF_018255795.1
49338,Desulfitobacterium hafniense,49338,Desulfitobacterium hafniense,Bacteria,GCF_001468785.1
669,Vibrio harveyi,669,Vibrio harveyi,Bacteria,GCF_002850295.1
2795386,,,,,GCF_017310505.1
1929246,Sodalis endosymbiont of Henestaris halophilus,1929246,Sodalis endosymbiont of Henestaris halophilus,Bacteria,GCF_900161835.1
1443036,Vespertiliibacter pulmonis,1443036,Vespertiliibacter pulmonis,Bacteria,GCF_013377275.1
56460,Xanthomonas vesicatoria,56460,Xanthomonas vesicatoria,Bacteria,GCF_000803155.1
2055889,Nocardia tengchongensis,2055889,Nocardia tengchongensis,Bacteria,GCF_018362975.1
133539,Nitrosococcus halophilus,133539,Nitrosococcus halophilus,Bacteria,GCF_000024725.1
2113,Mycoplasma californicum,2113,Mycoplasma californicum,Bacteria,GCF_003925935.1
33962,Lactobacillus kefiri,33962,Lactobacillus kefiri,Bacteria,GCF_009739535.1
2785907,Erythrobacter sp. A30-3,2785907,Erythrobacter sp. A30-3,Bacteria,GCF_015767595.1
1793,Mycolicibacterium fallax,1793,Mycolicibacterium fallax,Bacteria,GCF_002101995.1
130049,Paenibacillus dendritiformis,130049,Paenibacillus dendritiformis,Bacteria,GCF_012272915.1
2817475,,,,,GCF_017898105.1
244566,Pseudomonas lurida,244566,Pseudomonas lurida,Bacteria,GCF_013522705.1
29556,Mycoplasma gallinaceum,29556,Mycoplasma gallinaceum,Bacteria,GCA_000965765.1
2601898,Noviherbaspirillum sp. UKPF54,2601898,Noviherbaspirillum sp. UKPF54,Bacteria,GCF_007874125.1
1600,Lactobacillus acetotolerans,1600,Lactobacillus acetotolerans,Bacteria,GCF_001636155.1
57705,Halomicrobium mukohataei,57705,Halomicrobium mukohataei,Archaea,GCF_004803735.1
1536774,Paenibacillus sp. FSL H7-0357,1536774,Paenibacillus sp. FSL H7-0357,Bacteria,GCF_000758525.1
2816956,,,,,GCF_017353575.1
1537400,Aquitalea sp. THG-DN7.12,1537400,Aquitalea sp. THG-DN7.12,Bacteria,GCF_005155025.1
375489,Paenibacillus cellulosilyticus,375489,Paenibacillus cellulosilyticus,Bacteria,GCF_003182255.1
2666139,Aminobacter sp. MDW-2,2666139,Aminobacter sp. MDW-2,Bacteria,GCF_014250155.1
2133959,Bartonella kosoyi,2133959,Bartonella kosoyi,Bacteria,GCF_003606325.2
1144748,Kangiella sediminilitoris,1144748,Kangiella sediminilitoris,Bacteria,GCF_001708405.1
1076588,Thiolapillus brandeum,1076588,Thiolapillus brandeum,Bacteria,GCF_000828615.1
2836161,,,,,GCF_002952735.2
310575,Advenella kashmirensis,310575,Advenella kashmirensis,Bacteria,GCA_002384805.1
151276,Bacteroides coprosuis,151276,Bacteroides coprosuis,Bacteria,GCF_000212915.1
82076,Picrophilus torridus,82076,Picrophilus torridus,Archaea,GCF_000008265.1
154046,Hungatella hathewayi,154046,Hungatella hathewayi,Bacteria,GCF_015555845.1
141391,Candidatus Mycoplasma haemolamae,141391,Candidatus Mycoplasma haemolamae,Bacteria,GCF_000281235.1
191610,Corynebacterium atypicum,191610,Corynebacterium atypicum,Bacteria,GCF_000732945.1
2821536,,,,,GCF_018304685.1
2576406,Citrobacter sp. TBCP-5362,2576406,Citrobacter sp. TBCP-5362,Bacteria,GCF_005406305.1
859,Fusobacterium necrophorum,859,Fusobacterium necrophorum,Bacteria,GCF_900104395.1
883811,Isorropodon fossajaponicum symbiont,883811,Isorropodon fossajaponicum symbiont,Bacteria,GCF_016592615.1
2707525,Verrucomicrobiales bacterium T37,2707525,Verrucomicrobiales bacterium T37,Bacteria,GCA_010681825.2
985762,Staphylococcus agnetis,985762,Staphylococcus agnetis,Bacteria,GCF_002994145.1
53346,Enterococcus mundtii,53346,Enterococcus mundtii,Bacteria,GCF_015555705.1
98668,Mycolicibacterium septicum,98668,Mycolicibacterium septicum,Bacteria,GCF_016919345.1
131112,Arcanobacterium phocae,131112,Arcanobacterium phocae,Bacteria,GCF_018913285.1
33918,Microbacterium liquefaciens,33918,Microbacterium liquefaciens,Bacteria,GCF_014648755.1
66969,Legionella waltersii,66969,Legionella waltersii,Bacteria,GCF_900640055.1
287,Pseudomonas aeruginosa,287,Pseudomonas aeruginosa,Bacteria,GCF_004370185.1
1766,Mycolicibacterium fortuitum,1766,Mycolicibacterium fortuitum,Bacteria,GCF_001673275.1
32025,Helicobacter hepaticus,32025,Helicobacter hepaticus,Bacteria,GCA_910578025.1
265606,Rhodopirellula baltica,265606,Rhodopirellula baltica,Bacteria,GCF_002901265.1
85968,Mycolicibacterium brumae,85968,Mycolicibacterium brumae,Bacteria,GCF_002553575.1
529,Ochrobactrum anthropi,529,Ochrobactrum anthropi,Bacteria,GCF_008932905.1
1763536,Thalassotalea crassostreae,1763536,Thalassotalea crassostreae,Bacteria,GCF_001652445.1
487,Neisseria meningitidis,487,Neisseria meningitidis,Bacteria,GCF_003994965.1
626932,Alistipes indistinctus,626932,Alistipes indistinctus,Bacteria,GCF_014163495.1
48074,Microbulbifer hydrolyticus,48074,Microbulbifer hydrolyticus,Bacteria,GCF_014202835.1
2599641,Corynebacterium sp. sy039,2599641,Corynebacterium sp. sy039,Bacteria,GCF_007904105.1
504468,Rhodovastum atsumiense,504468,Rhodovastum atsumiense,Bacteria,GCF_008630155.1
2483798,Nocardioides sp. 603,2483798,Nocardioides sp. 603,Bacteria,GCF_003710085.1
33045,Bartonella grahamii,33045,Bartonella grahamii,Bacteria,GCF_902728105.1
2003551,Cellulomonas sp. PSBB021,2003551,Cellulomonas sp. PSBB021,Bacteria,GCF_002240455.1
2730851,Pseudomonas sp. ADAK22,2730851,Pseudomonas sp. ADAK22,Bacteria,GCF_012935655.1
588898,Haloterrigena daqingensis,588898,Haloterrigena daqingensis,Archaea,GCF_900156445.1
1681,Bifidobacterium bifidum,1681,Bifidobacterium bifidum,Bacteria,GCF_001595435.1
490759,Marinobacter sp. BSs20148,490759,Marinobacter sp. BSs20148,Bacteria,GCF_000283275.1
2585118,Alistipes communis,2585118,Alistipes communis,Bacteria,GCF_006542665.1
375549,Ensifer mexicanus,375549,Ensifer mexicanus,Bacteria,GCF_017873105.1
77095,Prevotella bryantii,77095,Prevotella bryantii,Bacteria,GCF_900103315.1
2219696,Sphingomonas sp. FARSPH,2219696,Sphingomonas sp. FARSPH,Bacteria,GCF_003355005.1
159743,Paenibacillus terrae,159743,Paenibacillus terrae,Bacteria,GCF_008271705.1
2048898,Microbacterium sp. Y-01,2048898,Microbacterium sp. Y-01,Bacteria,GCF_003856715.1
2224,Methanothrix thermoacetophila,2224,Methanothrix thermoacetophila,Archaea,GCF_000014945.1
155866,Weissella soli,155866,Weissella soli,Bacteria,GCF_007954545.1
2714948,Vibrio sp. HDW18,2714948,Vibrio sp. HDW18,Bacteria,GCF_011306175.1
2029849,Marinicauda algicola,2029849,Marinicauda algicola,Bacteria,GCF_004793685.1
2483401,Microbacterium sp. 10M-3C3,2483401,Microbacterium sp. 10M-3C3,Bacteria,GCF_003931875.1
2724123,Xanthomonas sp. SI,2724123,Xanthomonas sp. SI,Bacteria,GCF_014236855.1
2212991,Clostridium sp. AWRP,2212991,Clostridium sp. AWRP,Bacteria,GCF_004006395.2
2518370,Nocardioides euryhalodurans,2518370,Nocardioides euryhalodurans,Bacteria,GCF_004564375.1
1147129,Dehalobacter sp. DCA,1147129,Dehalobacter sp. DCA,Bacteria,GCF_000305775.1
348043,Streptomyces davaonensis,348043,Streptomyces davaonensis,Bacteria,GCF_000349325.1
1703,Brevibacterium linens,1703,Brevibacterium linens,Bacteria,GCF_000807915.1
1420916,Marinobacter similis,1420916,Marinobacter similis,Bacteria,GCA_000830985.1
1288121,Alistipes senegalensis,1288121,Alistipes senegalensis,Bacteria,GCF_015666955.1
2110,Mycoplasma agalactiae,2110,Mycoplasma agalactiae,Bacteria,GCF_009150585.1
516075,Providencia sneebia,516075,Providencia sneebia,Bacteria,GCF_000314895.2
311180,Salipiger pacificus,311180,Salipiger pacificus,Bacteria,GCF_900100725.1
56957,Thermus oshimai,56957,Thermus oshimai,Bacteria,GCF_000373145.1
2806553,,,,,GCF_017498565.1
2686365,Algibacter sp. L1A34,2686365,Algibacter sp. L1A34,Bacteria,GCF_009796805.1
61651,Serratia ficaria,61651,Serratia ficaria,Bacteria,GCF_900187015.1
2729175,Cellulomonas sp. 40-2,2729175,Cellulomonas sp. 40-2,Bacteria,GCF_012931845.1
1197717,Cloacibacillus porcorum,1197717,Cloacibacillus porcorum,Bacteria,GCF_012844265.1
2506420,Weissella cryptocerci,2506420,Weissella cryptocerci,Bacteria,GCF_004358325.1
381751,Thermocrinis minervae,381751,Thermocrinis minervae,Bacteria,GCF_900142435.1
1441386,Athalassotoga saccharophila,1441386,Athalassotoga saccharophila,Bacteria,GCF_009936215.1
133926,Olsenella uli,133926,Olsenella uli,Bacteria,GCA_016900795.1
1226968,Azospirillum humicireducens,1226968,Azospirillum humicireducens,Bacteria,GCF_001639105.2
674703,Rhodoplanes sp. Z2-YC6860,674703,Rhodoplanes sp. Z2-YC6860,Bacteria,GCF_001579845.1
2596828,Microlunatus sp. KUDC0627,2596828,Microlunatus sp. KUDC0627,Bacteria,GCF_007362775.1
2684468,Streptomyces sp. QHH-9511,2684468,Streptomyces sp. QHH-9511,Bacteria,GCF_009789635.1
2057800,Actinomyces qiguomingii,2057800,Actinomyces qiguomingii,Bacteria,GCF_002895425.1
258505,Mycolicibacterium fluoranthenivorans,258505,Mycolicibacterium fluoranthenivorans,Bacteria,GCF_014295435.1
337,Burkholderia glumae,337,Burkholderia glumae,Bacteria,GCF_009931375.1
624,Shigella sonnei,624,Shigella sonnei,Bacteria,GCF_004025445.1
321332,Synechococcus sp. JA-2-3B'a(2-13),321332,Synechococcus sp. JA-2-3B'a(2-13),Bacteria,GCF_000013225.1
1842540,Methyloversatilis sp. RAC08,1842540,Methyloversatilis sp. RAC08,Bacteria,GCF_001713355.1
1979527,Corynebacterium kefirresidentii,1979527,Corynebacterium kefirresidentii,Bacteria,GCF_016599755.1
1839785,Acinetobacter portensis,1839785,Acinetobacter portensis,Bacteria,GCF_009372215.1
33992,Rickettsia rhipicephali,33992,Rickettsia rhipicephali,Bacteria,GCF_001442475.1
2703787,Chitinophaga sp. H33E-04,2703787,Chitinophaga sp. H33E-04,Bacteria,GCF_010093065.1
1563222,Citrobacter pasteurii,1563222,Citrobacter pasteurii,Bacteria,GCF_008373795.1
1224749,Exiguobacterium sp. ZWU0009,1224749,Exiguobacterium sp. ZWU0009,Bacteria,GCF_000798935.2
2738,Vagococcus fluvialis,2738,Vagococcus fluvialis,Bacteria,GCF_017315965.1
1634516,Citromicrobium sp. JL477,1634516,Citromicrobium sp. JL477,Bacteria,GCF_001304795.1
407020,Sphingobium sp. MI1205,407020,Sphingobium sp. MI1205,Bacteria,GCF_001563285.1
119981,Propionibacterium australiense,119981,Propionibacterium australiense,Bacteria,GCF_900637915.1
1479,Bacillus smithii,1479,Bacillus smithii,Bacteria,GCF_001050115.1
2651972,Mycoavidus sp. B2-EB,2651972,Mycoavidus sp. B2-EB,Bacteria,GCF_014218255.1
2738979,Brevibacillus sp. HD3.3A,2738979,Brevibacillus sp. HD3.3A,Bacteria,GCF_013284375.1
1112,Erythrobacter neustonensis,1112,Erythrobacter neustonensis,Bacteria,GCF_001663175.1
29341,Clostridium argentinense,29341,Clostridium argentinense,Bacteria,GCF_011018825.1
230361,Methanobrevibacter millerae,230361,Methanobrevibacter millerae,Archaea,GCF_900103415.1
1673428,Cuniculiplasma divulgatum,1673428,Cuniculiplasma divulgatum,Archaea,GCF_900090055.1
1183401,Agrobacterium genomosp. 1,1183401,Agrobacterium genomosp. 1,Bacteria,GCF_000971565.1
68192,Streptomyces cyaneogriseus,68192,Streptomyces cyaneogriseus,Bacteria,GCF_000931445.1
2821140,,,,,GCF_017797885.1
2493676,Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1,2493676,Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1,Bacteria,GCF_003952525.1
1679721,Herbinix luporum,1679721,Herbinix luporum,Bacteria,GCF_900070325.1
2714942,Sphingomonas sp. HDW15A,2714942,Sphingomonas sp. HDW15A,Bacteria,GCF_011301715.1
2382163,Streptococcus koreensis,2382163,Streptococcus koreensis,Bacteria,GCF_003627135.1
2094119,Mycobacterium basiliense,2094119,Mycobacterium basiliense,Bacteria,GCF_900292015.1
2812863,,,,,GCF_017068295.1
2813578,,,,,GCF_017301735.1
86265,Pseudomonas thivervalensis,86265,Pseudomonas thivervalensis,Bacteria,GCF_001269655.1
2675773,Enterobacteriaceae endosymbiont of Donacia cincticornis,2675773,Enterobacteriaceae endosymbiont of Donacia cincticornis,Bacteria,GCF_012568845.1
1897729,Halomonas aestuarii,1897729,Halomonas aestuarii,Bacteria,GCF_001886615.1
1548547,Woeseia oceani,1548547,Woeseia oceani,Bacteria,GCF_001677435.1
68175,Streptomyces antimycoticus,68175,Streptomyces antimycoticus,Bacteria,GCF_009936315.1
413497,Cronobacter dublinensis,413497,Cronobacter dublinensis,Bacteria,GCF_009938875.1
2651284,Pradoshia sp. D12,2651284,Pradoshia sp. D12,Bacteria,GCF_008935075.1
29497,Vibrio splendidus,29497,Vibrio splendidus,Bacteria,GCF_013114485.1
2505977,Halorussus sp. RC-68,2505977,Halorussus sp. RC-68,Archaea,GCF_004087835.1
2732163,Limnobacter sp. SAORIC-580,2732163,Limnobacter sp. SAORIC-580,Bacteria,GCF_013004065.1
748811,Sulfuritalea hydrogenivorans,748811,Sulfuritalea hydrogenivorans,Bacteria,GCF_000828635.1
1704044,Arthrobacter sp. ERGS1:01,1704044,Arthrobacter sp. ERGS1:01,Bacteria,GCF_001281315.1
1138189,Rhizobium bangladeshense,1138189,Rhizobium bangladeshense,Bacteria,GCF_001662075.1
2775159,,,,,GCF_905142465.1
93220,Pandoraea pnomenusa,93220,Pandoraea pnomenusa,Bacteria,GCF_000767615.3
59754,Alcanivorax borkumensis,59754,Alcanivorax borkumensis,Bacteria,GCA_001887115.1
2081042,Polynucleobacter sp. AP-Melu-1000-A1,2081042,Polynucleobacter sp. AP-Melu-1000-A1,Bacteria,GCF_018688255.1
558152,Chryseobacterium piperi,558152,Chryseobacterium piperi,Bacteria,GCF_002285635.2
196914,Actinoplanes friuliensis,196914,Actinoplanes friuliensis,Bacteria,GCF_000494755.1
2748871,,,,,GCF_018491735.1
2759167,Brachybacterium sp. Z12,2759167,Brachybacterium sp. Z12,Bacteria,GCA_014400405.1
1244531,Campylobacter iguaniorum,1244531,Campylobacter iguaniorum,Bacteria,GCF_000736415.1
29554,Mycoplasma canadense,29554,Mycoplasma canadense,Bacteria,GCF_000828855.1
2527775,Polynucleobacter paneuropaeus,2527775,Polynucleobacter paneuropaeus,Bacteria,GCF_018685605.1
938288,Fenollaria massiliensis,938288,Fenollaria massiliensis,Bacteria,GCF_000312505.2
28198,Arcobacter cryaerophilus,28198,Arcobacter cryaerophilus,Bacteria,GCF_006503595.1
490,Neisseria sicca,490,Neisseria sicca,Bacteria,GCF_003044345.1
2653200,Streptomyces phaeolivaceus,2653200,Streptomyces phaeolivaceus,Bacteria,GCF_009184865.1
394751,Pseudoalteromonas arctica,394751,Pseudoalteromonas arctica,Bacteria,GCF_002836095.1
2684405,Corynebacterium sp. 4H37-19,2684405,Corynebacterium sp. 4H37-19,Bacteria,GCF_014522205.1
994695,Candidatus Kinetoplastibacterium galatii,994695,Candidatus Kinetoplastibacterium galatii,Bacteria,GCF_000340905.1
2763498,Dyella sp. G9,2763498,Dyella sp. G9,Bacteria,GCF_014297575.1
1663591,Magnetospirillum sp. XM-1,1663591,Magnetospirillum sp. XM-1,Bacteria,GCF_001511835.1
2269374,Lactobacillus terrae,2269374,Lactobacillus terrae,Bacteria,GCF_002762335.1
994692,Candidatus Kinetoplastibacterium desouzaii,994692,Candidatus Kinetoplastibacterium desouzaii,Bacteria,GCF_000340795.1
2282148,Candidatus Micrarchaeum sp.,2282148,Candidatus Micrarchaeum sp.,Archaea,GCF_016806735.1
69525,Natrinema pellirubrum,69525,Natrinema pellirubrum,Archaea,GCF_000230735.2
2587529,Klebsiella pasteurii,2587529,Klebsiella pasteurii,Bacteria,GCF_018139045.1
1769,Mycobacterium leprae,1769,Mycobacterium leprae,Bacteria,GCF_003253775.1
119219,Cupriavidus metallidurans,119219,Cupriavidus metallidurans,Bacteria,GCF_003260185.2
2069255,Paenibacillus sp. lzh-N1,2069255,Paenibacillus sp. lzh-N1,Bacteria,GCF_002872435.1
2814292,,,,,GCF_017354985.1
1198301,Halosimplex litoreum,1198301,Halosimplex litoreum,Archaea,GCF_016065055.1
2782568,Erythrobacter sp. 6D36,2782568,Erythrobacter sp. 6D36,Bacteria,GCF_015529805.1
2675785,Enterobacteriaceae endosymbiont of Donacia sparganii,2675785,Enterobacteriaceae endosymbiont of Donacia sparganii,Bacteria,GCF_012569045.1
52227,Prevotella dentalis,52227,Prevotella dentalis,Bacteria,GCF_000220215.1
1636609,Aeromonas sp. ASNIH4,1636609,Aeromonas sp. ASNIH4,Bacteria,GCF_002934425.1
2587808,Cellulosimicrobium sp. BI34T,2587808,Cellulosimicrobium sp. BI34T,Bacteria,GCF_009708005.2
33040,Streptococcus milleri,33040,Streptococcus milleri,Bacteria,GCF_900636715.1
2527978,Gimesia panareensis,2527978,Gimesia panareensis,Bacteria,GCF_007748155.1
225422,Sulfitobacter indolifex,225422,Sulfitobacter indolifex,Bacteria,GCF_004349565.1
2079535,Corynebacterium sp. 2184,2079535,Corynebacterium sp. 2184,Bacteria,GCF_003070865.1
1855652,Polynucleobacter sp. es-EL-1,1855652,Polynucleobacter sp. es-EL-1,Bacteria,GCF_018687975.1
83655,Leclercia adecarboxylata,83655,Leclercia adecarboxylata,Bacteria,GCF_014773465.1
2742626,Citrobacter sp. RHB35-C21,2742626,Citrobacter sp. RHB35-C21,Bacteria,GCF_013816515.1
2697043,Kiritimatiellaeota bacterium S-5007,2697043,Kiritimatiellaeota bacterium S-5007,Bacteria,GCA_009905215.1
206,Campylobacter sputorum,206,Campylobacter sputorum,Bacteria,GCF_002220775.1
413889,Caldicellulosiruptor kronotskyensis,413889,Caldicellulosiruptor kronotskyensis,Bacteria,GCF_000166775.1
61646,Lelliottia amnigena,61646,Lelliottia amnigena,Bacteria,GCF_004331765.1
2777984,Paenibacillus sp. JNUCC-32,2777984,Paenibacillus sp. JNUCC-32,Bacteria,GCF_014863545.1
948519,Aeromonas rivipollensis,948519,Aeromonas rivipollensis,Bacteria,GCF_010974925.1
632,Yersinia pestis,632,Yersinia pestis,Bacteria,GCF_010974835.1
588932,Brevundimonas naejangsanensis,588932,Brevundimonas naejangsanensis,Bacteria,GCF_000635915.2
2675782,Enterobacteriaceae endosymbiont of Donacia proxima,2675782,Enterobacteriaceae endosymbiont of Donacia proxima,Bacteria,GCF_012569285.1
155322,Bacillus toyonensis,155322,Bacillus toyonensis,Bacteria,GCF_000948245.1
2163016,Vibrio sp. dhg,2163016,Vibrio sp. dhg,Bacteria,GCF_003443775.1
42256,Rubrobacter radiotolerans,42256,Rubrobacter radiotolerans,Bacteria,GCF_000661895.1
2169583,Pseudomonas sp. SXM-1,2169583,Pseudomonas sp. SXM-1,Bacteria,GCF_004379315.1
1177574,Prevotella jejuni,1177574,Prevotella jejuni,Bacteria,GCF_002849795.1
1156431,Streptococcus sp. I-G2,1156431,Streptococcus sp. I-G2,Bacteria,GCF_000479335.1
85693,Mycolicibacterium monacense,85693,Mycolicibacterium monacense,Bacteria,GCF_001667465.1
2811482,,,,,GCF_016919485.1
154288,Turicibacter sanguinis,154288,Turicibacter sanguinis,Bacteria,GCF_015668915.1
2588536,Candidatus Methylopumilus universalis,2588536,Candidatus Methylopumilus universalis,Bacteria,GCF_006364315.1
1734031,Clavibacter michiganensis subsp. phaseoli,28447,Clavibacter michiganensis,Bacteria,GCF_015351135.1
712157,Atopobium sp. oral taxon 416,712157,Atopobium sp. oral taxon 416,Bacteria,GCF_018128285.1
158500,Novosphingobium resinovorum,158500,Novosphingobium resinovorum,Bacteria,GCF_000632105.1
1773,Mycobacterium tuberculosis,1773,Mycobacterium tuberculosis,Bacteria,GCF_001835515.1
152794,Corynebacterium efficiens,152794,Corynebacterium efficiens,Bacteria,GCF_000011305.1
619518,Periwinkle leaf yellowing phytoplasma,619518,Periwinkle leaf yellowing phytoplasma,Bacteria,GCA_005093185.1
485898,Pseudomonas sp. RW10S1,485898,Pseudomonas sp. RW10S1,Bacteria,GCF_014269025.2
994696,Candidatus Kinetoplastibacterium oncopeltii,994696,Candidatus Kinetoplastibacterium oncopeltii,Bacteria,GCF_000340865.1
1325111,Bradyrhizobium sp. CCBAU 53338,1325111,Bradyrhizobium sp. CCBAU 53338,Bacteria,GCF_015291665.1
1609968,Methanobrevibacter sp. YE315,1609968,Methanobrevibacter sp. YE315,Archaea,GCF_001548675.1
37330,Nocardia nova,37330,Nocardia nova,Bacteria,GCF_002933515.1
1173025,Geitlerinema sp. PCC 7407,1173025,Geitlerinema sp. PCC 7407,Bacteria,GCF_000317045.1
1385664,Hymenobacter sp. DG25B,1385664,Hymenobacter sp. DG25B,Bacteria,GCF_000801315.1
158823,Cedecea lapagei,158823,Cedecea lapagei,Bacteria,GCF_900635955.1
2855841,,,,,GCA_019263805.1
2704462,Paenibacillus lycopersici,2704462,Paenibacillus lycopersici,Bacteria,GCF_010119935.1
2005460,Chondrocystis sp. NIES-4102,2005460,Chondrocystis sp. NIES-4102,Bacteria,GCF_002368355.1
2209,Methanosarcina mazei,2209,Methanosarcina mazei,Archaea,GCF_000979105.1
277988,Thermococcus thioreducens,277988,Thermococcus thioreducens,Archaea,GCF_001418715.1
2268461,Microbacterium sp. ABRD_28,2268461,Microbacterium sp. ABRD_28,Bacteria,GCF_003850245.1
2709396,Neisseria sp. ZJ785,2709396,Neisseria sp. ZJ785,Bacteria,GCF_011038745.1
2282124,Stenotrophomonas sp. ASS1,2282124,Stenotrophomonas sp. ASS1,Bacteria,GCF_004346925.1
2571750,Vagococcus zengguangii,2571750,Vagococcus zengguangii,Bacteria,GCF_005863195.1
2759943,Protaetiibacter sp. SSC-01,2759943,Protaetiibacter sp. SSC-01,Bacteria,GCF_014483895.1
122355,Pseudomonas psychrophila,122355,Pseudomonas psychrophila,Bacteria,GCA_003752265.1
1836,Saccharopolyspora erythraea,1836,Saccharopolyspora erythraea,Bacteria,GCF_016859185.1
203,Campylobacter rectus,203,Campylobacter rectus,Bacteria,GCF_004803795.1
2762323,Variovorax sp. PAMC28562,2762323,Variovorax sp. PAMC28562,Bacteria,GCF_014303735.1
338192,Nitrosopumilus maritimus,338192,Nitrosopumilus maritimus,Archaea,GCF_000018465.1
2781735,,,,,GCF_016695385.1
58231,Treponema medium,58231,Treponema medium,Bacteria,GCF_017161265.1
316277,Syntrophus aciditrophicus,316277,Syntrophus aciditrophicus,Bacteria,GCF_000013405.1
118613,Pseudomonas sp. B10,118613,Pseudomonas sp. B10,Bacteria,GCF_004153525.1
2506452,Corynebacterium suranareeae,2506452,Corynebacterium suranareeae,Bacteria,GCF_002355155.1
2714945,Thermomonas sp. HDW16,2714945,Thermomonas sp. HDW16,Bacteria,GCF_011302915.1
551989,Kosakonia arachidis,551989,Kosakonia arachidis,Bacteria,GCF_900116535.1
1813879,Sphingomonas sp. HKS19,1813879,Sphingomonas sp. HKS19,Bacteria,GCF_007859635.1
2823875,,,,,GCF_017968885.1
34062,Moraxella osloensis,34062,Moraxella osloensis,Bacteria,GCF_001553955.1
2483402,Mesorhizobium sp. NZP2234,2483402,Mesorhizobium sp. NZP2234,Bacteria,GCF_013170765.1
109266,Anabaenopsis circularis,109266,Anabaenopsis circularis,Bacteria,GCF_002367975.1
2483403,Mesorhizobium sp. NZP2298,2483403,Mesorhizobium sp. NZP2298,Bacteria,GCF_013170825.1
206506,Kerstersia gyiorum,206506,Kerstersia gyiorum,Bacteria,GCF_008801725.1
1493,Clostridium cellulovorans,1493,Clostridium cellulovorans,Bacteria,GCF_000145275.1
950,Neorickettsia risticii,950,Neorickettsia risticii,Bacteria,GCF_000022525.1
2027857,Mariniflexile sp. TRM1-10,2027857,Mariniflexile sp. TRM1-10,Bacteria,GCF_003425985.1
2775246,Flavobacterium sp. CS20,2775246,Flavobacterium sp. CS20,Bacteria,GCF_018080005.1
1508419,Thermotoga caldifontis,1508419,Thermotoga caldifontis,Bacteria,GCF_000828655.1
453783,Lysobacter soli,453783,Lysobacter soli,Bacteria,GCF_003382285.1
29501,Mycoplasma haemofelis,29501,Mycoplasma haemofelis,Bacteria,GCF_000200735.1
2831662,,,,,GCF_009914535.1
2681469,,,,,GCF_902807005.1
2772401,Pseudarthrobacter sp. BIM B-2242,2772401,Pseudarthrobacter sp. BIM B-2242,Bacteria,GCF_014764445.1
38289,Corynebacterium jeikeium,38289,Corynebacterium jeikeium,Bacteria,GCF_001059385.1
43765,Corynebacterium amycolatum,43765,Corynebacterium amycolatum,Bacteria,GCF_016728745.1
2768071,Clavibacter sp. DM1,2768071,Clavibacter sp. DM1,Bacteria,GCF_014775655.1
1157948,Thermotoga sp. 2812B,1157948,Thermotoga sp. 2812B,Bacteria,GCF_000789335.1
2770234,,,,,GCF_018688495.1
56812,Shewanella frigidimarina,56812,Shewanella frigidimarina,Bacteria,GCF_001529365.1
