nid,strain_name,specie_id,specie_name,k
2735795,Chromobacterium sp. Beijing,2735795,Chromobacterium sp. Beijing,Bacteria
2828763,,,,
2908843,,,,
2853258,,,,
1922607,Beihai picorna-like virus 61,1922607,Beihai picorna-like virus 61,Viruses
224399,Adoxophyes honmai nucleopolyhedrovirus,224399,Adoxophyes honmai nucleopolyhedrovirus,Viruses
1732178,Sulfolobus monocaudavirus SMV4,1732178,Sulfolobus monocaudavirus SMV4,Viruses
132604,Planktothrix pseudagardhii,132604,Planktothrix pseudagardhii,Bacteria
2856608,,,,
1090133,Enterobacteria phage IME10,1090133,Enterobacteria phage IME10,Viruses
2737050,Deinococcus sp. TS-293,2737050,Deinococcus sp. TS-293,Bacteria
2733604,Klebsiella virus KpV74,2733604,Klebsiella virus KpV74,Viruses
2895494,,,,
2745121,Orthopteran scindoambidensovirus 1,2745121,Orthopteran scindoambidensovirus 1,Viruses
2898441,,,,
93465,Avian endogenous retrovirus EAV-HP,93465,Avian endogenous retrovirus EAV-HP,Viruses
2906475,,,,
754070,Tetraselmis viridis virus S20,754070,Tetraselmis viridis virus S20,Viruses
2843993,,,,
1941234,Thrips-associated genomovirus 2,1941234,Thrips-associated genomovirus 2,Viruses
2975482,,,,
83442,Paramecium bursaria Chlorella virus NYs1,83442,Paramecium bursaria Chlorella virus NYs1,Viruses
2866808,,,,
2871820,,,,
1115696,Thermococcus prieurii virus 1,1115696,Thermococcus prieurii virus 1,Viruses
2911537,,,,
1483681,Tortoise rafivirus A,1483681,Tortoise rafivirus A,Viruses
2895489,,,,
2734112,Faecalibacterium virus Lagaffe,2734112,Faecalibacterium virus Lagaffe,Viruses
1609634,Eel River basin pequenovirus,1609634,Eel River basin pequenovirus,Viruses
2734192,Caulobacter virus CcrBL9,2734192,Caulobacter virus CcrBL9,Viruses
1632866,Alkalimarinus sediminis,1632866,Alkalimarinus sediminis,Bacteria
1914899,Cronobacter virus CR9,1914899,Cronobacter virus CR9,Viruses
2861284,,,,
2797313,,,,
2955710,,,,
4959,Debaryomyces hansenii,4959,Debaryomyces hansenii,Eukaryota
2932257,,,,
76259,Ferribacterium limneticum,76259,Ferribacterium limneticum,Bacteria
2980557,,,,
122368,Cercospora beticola,122368,Cercospora beticola,Eukaryota
2935858,,,,
2991496,,,,
2841037,,,,
2890321,,,,
2862869,,,,
212035,Acanthamoeba polyphaga mimivirus,212035,Acanthamoeba polyphaga mimivirus,Viruses
1655645,Parabacteroides phage YZ-2015b,1655645,Parabacteroides phage YZ-2015b,Viruses
2560596,Microbacterium virus Pikmin,2560596,Microbacterium virus Pikmin,Viruses
1643513,Treponema sp. OMZ 857,1643513,Treponema sp. OMZ 857,Bacteria
2993564,,,,
2917725,,,,
1933291,Madrid orthobunyavirus,1933291,Madrid orthobunyavirus,Viruses
2560434,Erwinia virus EaH1,2560434,Erwinia virus EaH1,Viruses
2886935,,,,
1923159,Hubei picorna-like virus 75,1923159,Hubei picorna-like virus 75,Viruses
2560425,Enterococcus virus EfaCPT1,2560425,Enterococcus virus EfaCPT1,Viruses
2720029,Enterobacter sp. DNB-S2,2720029,Enterobacter sp. DNB-S2,Bacteria
200252,Deinococcus aetherius,200252,Deinococcus aetherius,Bacteria
47989,Dactylosporangium roseum,47989,Dactylosporangium roseum,Bacteria
2906514,,,,
933845,Bathycoccus sp. RCC1105 virus BpV,933845,Bathycoccus sp. RCC1105 virus BpV,Viruses
1076255,Yokapox virus,1076255,Yokapox virus,Viruses
2749808,,,,
2750812,,,,
2931975,,,,
2879427,,,,
2878150,,,,
2779362,,,,
2779363,,,,
1512278,Aglaonema bacilliform virus,1512278,Aglaonema bacilliform virus,Viruses
2170049,Ranunculus white mottle ophiovirus,2170049,Ranunculus white mottle ophiovirus,Viruses
376175,Schlegelella aquatica,376175,Schlegelella aquatica,Bacteria
2968490,,,,
1234872,Dragonfly circularisvirus,1234872,Dragonfly circularisvirus,Viruses
2169760,Bacillus virus Wip1,2169760,Bacillus virus Wip1,Viruses
2955757,,,,
113370,Spodoptera frugiperda ascovirus 1a,113370,Spodoptera frugiperda ascovirus 1a,Viruses
2844675,,,,
2929509,,,,
2560298,Arthrobacter virus Abidatro,2560298,Arthrobacter virus Abidatro,Viruses
746128,Aspergillus fumigatus,746128,Aspergillus fumigatus,Eukaryota
2560778,Sphingobium virus Lacusarx,2560778,Sphingobium virus Lacusarx,Viruses
5127,Fusarium fujikuroi,5127,Fusarium fujikuroi,Eukaryota
2785123,,,,
2720714,,,,
2956283,,,,
36035,Saccharomycodes ludwigii,36035,Saccharomycodes ludwigii,Eukaryota
12262,Red clover mottle virus,12262,Red clover mottle virus,Viruses
2819101,,,,
2883075,,,,
2862870,,,,
2877527,,,,
2926907,,,,
453162,Candidatus Nitrotoga arctica,453162,Candidatus Nitrotoga arctica,Bacteria
2956145,,,,
2924032,,,,
2925841,,,,
2734251,Pseudomonas virus PMBT3,2734251,Pseudomonas virus PMBT3,Viruses
2875706,,,,
2876194,,,,
1586712,Yellowstone lake mimivirus,1586712,Yellowstone lake mimivirus,Viruses
2909671,,,,
2908837,,,,
2734146,Faecalibacterium virus Taranis,2734146,Faecalibacterium virus Taranis,Viruses
2831148,,,,
2780091,,,,
2982692,,,,
2948573,,,,
2918765,,,,
2844659,,,,
2989768,,,,
1524881,Enterobacteria phage Sf101,1524881,Enterobacteria phage Sf101,Viruses
336486,Turkeypox virus,336486,Turkeypox virus,Viruses
1922532,Beihai picorna-like virus 104,1922532,Beihai picorna-like virus 104,Viruses
1755100,Fusobacterium gastrosuis,1755100,Fusobacterium gastrosuis,Bacteria
5478,[Candida] glabrata,5478,[Candida] glabrata,Eukaryota
2955598,,,,
42374,Candida dubliniensis,42374,Candida dubliniensis,Eukaryota
1449896,Uncultured phage WW-nAnB strain 2,1449896,Uncultured phage WW-nAnB strain 2,Viruses
2722752,,,,
2955574,,,,
2856519,,,,
1003177,Vibrio phage qdvp001,1003177,Vibrio phage qdvp001,Viruses
1985339,Klebsiella virus Matisse,1985339,Klebsiella virus Matisse,Viruses
2877941,,,,
2871174,,,,
11788,Abelson murine leukemia virus,11788,Abelson murine leukemia virus,Viruses
2843767,,,,
2961595,,,,
1404741,Tardiphaga sp. 37S4,1404741,Tardiphaga sp. 37S4,Bacteria
2734236,Microbacterium virus OneinaGillian,2734236,Microbacterium virus OneinaGillian,Viruses
2861801,,,,
2986831,,,,
1511891,Adeno-associated dependoparvovirus A,1511891,Adeno-associated dependoparvovirus A,Viruses
2872311,,,,
1982747,Streptomyces virus YDN12,1982747,Streptomyces virus YDN12,Viruses
2560495,Gordonia virus GMA6,2560495,Gordonia virus GMA6,Viruses
5507,Fusarium oxysporum,5507,Fusarium oxysporum,Eukaryota
2929796,,,,
2982531,,,,
2842456,,,,
2955704,,,,
2929495,,,,
2936507,,,,
2955958,,,,
646413,Streptococcus phage 5093,646413,Streptococcus phage 5093,Viruses
2932253,,,,
2734240,,,,
1580580,Agrotis segetum nucleopolyhedrovirus B,1580580,Agrotis segetum nucleopolyhedrovirus B,Viruses
53359,Dactylosporangium fulvum,53359,Dactylosporangium fulvum,Bacteria
2878151,,,,
2927876,,,,
359919,Spodoptera litura granulovirus,359919,Spodoptera litura granulovirus,Viruses
2734248,Faecalibacterium virus Lugh,2734248,Faecalibacterium virus Lugh,Viruses
1750527,Roseomonas sp. S08,1750527,Roseomonas sp. S08,Bacteria
2976823,,,,
2925843,,,,
2845437,,,,
2956063,,,,
2955989,,,,
2853159,,,,
2956278,,,,
1327993,Cellulophaga phage phi39:1,1327993,Cellulophaga phage phi39:1,Viruses
2956463,,,,
880161,Micromonas sp. RCC1109 virus MpV1,880161,Micromonas sp. RCC1109 virus MpV1,Viruses
2175329,Yam chlorotic necrosis virus,2175329,Yam chlorotic necrosis virus,Viruses
633135,Streptococcus virus phiAbc2,633135,Streptococcus virus phiAbc2,Viruses
2881052,,,,
55529,Guillardia theta,55529,Guillardia theta,Eukaryota
2933959,,,,
2937790,,,,
2898433,,,,
2038343,Jatrophihabitans telluris,2038343,Jatrophihabitans telluris,Bacteria
2735562,,,,
432096,Kazachstania africana,432096,Kazachstania africana,Eukaryota
2956467,,,,
2734095,Synechococcus virus Bellamy,2734095,Synechococcus virus Bellamy,Viruses
1283076,Pelagibacter phage HTVC008M,1283076,Pelagibacter phage HTVC008M,Viruses
1982567,Arthrobacter virus Tank,1982567,Arthrobacter virus Tank,Viruses
2932256,,,,
2865833,,,,
2844300,,,,
33169,Eremothecium gossypii,33169,Eremothecium gossypii,Eukaryota
188763,Panine betaherpesvirus 2,188763,Panine betaherpesvirus 2,Viruses
377462,Malvastrum yellow mosaic virus,377462,Malvastrum yellow mosaic virus,Viruses
2934161,,,,
2560725,Salmonella virus BPS17W1,2560725,Salmonella virus BPS17W1,Viruses
2898,Cryptomonas paramecium,2898,Cryptomonas paramecium,Eukaryota
1982588,Edwardsiella virus KF1,1982588,Edwardsiella virus KF1,Viruses
2955535,,,,
2895473,,,,
2945587,,,,
2986829,,,,
2956234,,,,
2884874,,,,
126734,Methanofollis aquaemaris,126734,Methanofollis aquaemaris,Archaea
2944252,,,,
260149,Aeromonas virus 65,260149,Aeromonas virus 65,Viruses
2904253,,,,
2908840,,,,
2917832,,,,
2930213,,,,
2884833,,,,
2922857,,,,
1349409,Pandoravirus dulcis,1349409,Pandoravirus dulcis,Viruses
2956223,,,,
2560683,Pseudomonas virus SM1,2560683,Pseudomonas virus SM1,Viruses
12282,Tobacco ringspot virus,12282,Tobacco ringspot virus,Viruses
1920761,Shigella virus Sb1,1920761,Shigella virus Sb1,Viruses
2913620,,,,
2953881,,,,
4911,Kluyveromyces marxianus,4911,Kluyveromyces marxianus,Eukaryota
1932927,Mimivirus-dependent virus Sputnik,1932927,Mimivirus-dependent virus Sputnik,Viruses
39647,Paulownia witches'-broom phytoplasma,39647,Paulownia witches'-broom phytoplasma,Bacteria
2956514,,,,
2869552,,,,
5661,Leishmania donovani,5661,Leishmania donovani,Eukaryota
1301280,Invertebrate iridovirus 25,1301280,Invertebrate iridovirus 25,Viruses
2986824,,,,
2953982,,,,
2884482,,,,
2904129,,,,
45406,Escherichia virus RB32,45406,Escherichia virus RB32,Viruses
2896849,,,,
2558174,Candidatus Hydrogenosomobacter endosymbioticus,2558174,Candidatus Hydrogenosomobacter endosymbioticus,Bacteria
1458716,Vibrio phage CHOED,1458716,Vibrio phage CHOED,Viruses
1327937,Mycobacterium phage Phaux,1327937,Mycobacterium phage Phaux,Viruses
2955687,,,,
2932255,,,,
1176736,Pitaya virus X,1176736,Pitaya virus X,Viruses
2844144,,,,
5141,Neurospora crassa,5141,Neurospora crassa,Eukaryota
1965384,Erwinia virus Ea214,1965384,Erwinia virus Ea214,Viruses
56646,Fusarium venenatum,56646,Fusarium venenatum,Eukaryota
2962673,,,,
2986930,,,,
2025333,Rosellinia necatrix partitivirus 8,2025333,Rosellinia necatrix partitivirus 8,Viruses
2894081,,,,
2956440,,,,
2912824,,,,
2844103,,,,
2733963,Prochlorococcus virus NATL2A133,2733963,Prochlorococcus virus NATL2A133,Viruses
2871165,,,,
1923327,Hubei virga-like virus 12,1923327,Hubei virga-like virus 12,Viruses
2872158,,,,
1746070,Wuhan cricket virus,1746070,Wuhan cricket virus,Viruses
756275,Synechococcus phage S-CBS4,756275,Synechococcus phage S-CBS4,Viruses
2981135,,,,
2955739,,,,
1678078,Mollivirus sibericum,1678078,Mollivirus sibericum,Viruses
2419844,Xanthobacter sp. YC-JY1,2419844,Xanthobacter sp. YC-JY1,Bacteria
2733989,Salmonella virus S131,2733989,Salmonella virus S131,Viruses
1703340,Croceicoccus sp. Ery5,1703340,Croceicoccus sp. Ery5,Bacteria
2914041,,,,
2955602,,,,
762660,Acinetobacter phage Ac42,762660,Acinetobacter phage Ac42,Viruses
280036,Sporisorium graminicola,280036,Sporisorium graminicola,Eukaryota
2819100,,,,
1985703,Lettuce yellow mottle cytorhabdovirus,1985703,Lettuce yellow mottle cytorhabdovirus,Viruses
563172,Ferruginibacter lapsinanis,563172,Ferruginibacter lapsinanis,Bacteria
2733618,Pseudomonas virus 17A,2733618,Pseudomonas virus 17A,Viruses
2041525,Mycobacterium phage DaWorst,2041525,Mycobacterium phage DaWorst,Viruses
2886821,,,,
2968085,,,,
2745563,,,,
1179815,Sulfitobacter sp. DFL14,1179815,Sulfitobacter sp. DFL14,Bacteria
10326,Equid alphaherpesvirus 1,10326,Equid alphaherpesvirus 1,Viruses
2822761,,,,
2871170,,,,
1923703,Wuhan heteroptera virus 3,1923703,Wuhan heteroptera virus 3,Viruses
2843723,,,,
28873,Camelpox virus,28873,Camelpox virus,Viruses
2967300,,,,
1813779,Salmonella phage 103203_sal5,1813779,Salmonella phage 103203_sal5,Viruses
2986923,,,,
388459,Mycolicibacterium crocinum,388459,Mycolicibacterium crocinum,Bacteria
1982358,Pseudomonas virus PaMx74,1982358,Pseudomonas virus PaMx74,Viruses
1904881,Macroptilium common mosaic virus,1904881,Macroptilium common mosaic virus,Viruses
2992242,,,,
2954063,,,,
2968086,,,,
2961570,,,,
1449897,Uncultured phage WW-nAnB strain 3,1449897,Uncultured phage WW-nAnB strain 3,Viruses
2956661,,,,
2961619,,,,
2956567,,,,
10276,Swinepox virus,10276,Swinepox virus,Viruses
2937442,,,,
2895491,,,,
2734007,Shigella virus Sd1,2734007,Shigella virus Sd1,Viruses
2734278,Caulobacter virus Seuss,2734278,Caulobacter virus Seuss,Viruses
2879620,,,,
2907154,,,,
1094892,Megavirus chiliensis,1094892,Megavirus chiliensis,Viruses
2892440,,,,
2560506,Gordonia virus Nyceirae,2560506,Gordonia virus Nyceirae,Viruses
2956146,,,,
2872652,,,,
2895471,,,,
2866573,,,,
2924033,,,,
1840265,Polaromonas sp. E3S,1840265,Polaromonas sp. E3S,Bacteria
2925411,,,,
27291,Saccharomyces paradoxus,27291,Saccharomyces paradoxus,Eukaryota
2939415,,,,
180230,Cyprinid herpesvirus 3,180230,Cyprinid herpesvirus 3,Viruses
2867005,,,,
2932246,,,,
32603,Human betaherpesvirus 6A,32603,Human betaherpesvirus 6A,Viruses
2922859,,,,
2836373,,,,
2962659,,,,
2939437,,,,
129951,Human mastadenovirus C,129951,Human mastadenovirus C,Viruses
2501942,Gerrid arlivirus,2501942,Gerrid arlivirus,Viruses
5866,Babesia bigemina,5866,Babesia bigemina,Eukaryota
231439,Pseudodesulfovibrio portus,231439,Pseudodesulfovibrio portus,Bacteria
2867231,,,,
1959930,Bat sapovirus,1959930,Bat sapovirus,Viruses
2956214,,,,
2930532,,,,
2955727,,,,
2955549,,,,
1702097,Saccharolobus caldissimus,1702097,Saccharolobus caldissimus,Archaea
2831000,,,,
2963128,,,,
85471,Plasmodium relictum,85471,Plasmodium relictum,Eukaryota
2930219,,,,
2895485,,,,
2830842,,,,
2991074,,,,
2843645,,,,
2560423,Enterococcus virus EFLK1,2560423,Enterococcus virus EFLK1,Viruses
1327935,Cronobacter phage S13,1327935,Cronobacter phage S13,Viruses
1914855,Escherichia virus FV3,1914855,Escherichia virus FV3,Viruses
2942996,,,,
5850,Plasmodium knowlesi,5850,Plasmodium knowlesi,Eukaryota
2909588,,,,
2956030,,,,
2871688,,,,
2933872,,,,
2857058,,,,
2912628,,,,
65068,Peach rosette mosaic virus,65068,Peach rosette mosaic virus,Viruses
645292,Pseudomonas sp. T8,645292,Pseudomonas sp. T8,Bacteria
1085624,Persicobacter sp. JZB09,1085624,Persicobacter sp. JZB09,Bacteria
1453760,Halovivax limisalsi,1453760,Halovivax limisalsi,Archaea
2856851,,,,
9606,Homo sapiens,9606,Homo sapiens,Eukaryota
1980491,Sin Nombre orthohantavirus,1980491,Sin Nombre orthohantavirus,Viruses
1985336,Enterobacter virus Eap3,1985336,Enterobacter virus Eap3,Viruses
2880932,,,,
1225128,Sediminicoccus rosea,1225128,Sediminicoccus rosea,Bacteria
2993314,,,,
865757,Photobacterium atrarenae,865757,Photobacterium atrarenae,Bacteria
2793010,,,,
2175149,Halobaculum roseum,2175149,Halobaculum roseum,Archaea
299308,Methanofollis formosanus,299308,Methanofollis formosanus,Archaea
1136535,Burkholderia virus DC1,1136535,Burkholderia virus DC1,Viruses
2929488,,,,
5833,Plasmodium falciparum,5833,Plasmodium falciparum,Eukaryota
2819099,,,,
413066,Streptococcus phage SMP,413066,Streptococcus phage SMP,Viruses
10497,African swine fever virus,10497,African swine fever virus,Viruses
2590884,Shewanella sp. #4,2590884,Shewanella sp. #4,Bacteria
2843794,,,,
1605721,Pandoravirus inopinatum,1605721,Pandoravirus inopinatum,Viruses
2875962,,,,
2851648,,,,
2872157,,,,
2867011,,,,
1524258,Amphritea ceti,1524258,Amphritea ceti,Bacteria
2777185,,,,
2734260,Salmonella virus Lumpael,2734260,Salmonella virus Lumpael,Viruses
1923688,Wuchang cockroach Virus 4,1923688,Wuchang cockroach Virus 4,Viruses
2734114,Synechococcus virus Syn30,2734114,Synechococcus virus Syn30,Viruses
2846069,,,,
4909,Pichia kudriavzevii,4909,Pichia kudriavzevii,Eukaryota
44088,Canarypox virus,44088,Canarypox virus,Viruses
2859226,,,,
2747309,Glossina hytrosavirus,2747309,Glossina hytrosavirus,Viruses
1985183,Bacillus virus TsarBomba,1985183,Bacillus virus TsarBomba,Viruses
1111710,Spodoptera exigua iflavirus 1,1111710,Spodoptera exigua iflavirus 1,Viruses
2934937,,,,
2896845,,,,
2845407,,,,
2895565,,,,
2894755,,,,
2905879,,,,
11809,Moloney murine sarcoma virus,11809,Moloney murine sarcoma virus,Viruses
163604,Nocardiopsis exhalans,163604,Nocardiopsis exhalans,Bacteria
396359,Clostridium phage phiSM101,396359,Clostridium phage phiSM101,Viruses
1527770,Rhizobium phage vB_RleM_P10VF,1527770,Rhizobium phage vB_RleM_P10VF,Viruses
2946555,,,,
73422,Streptococcus phage TP-J34,73422,Streptococcus phage TP-J34,Viruses
2955842,,,,
2925782,,,,
2893885,,,,
2782665,,,,
2859228,,,,
1982092,Mycobacterium virus Marvin,1982092,Mycobacterium virus Marvin,Viruses
2782678,,,,
2879116,,,,
2582914,Alcaligenes sp. HO-1,2582914,Alcaligenes sp. HO-1,Bacteria
1357714,Caulobacter phage Cr30,1357714,Caulobacter phage Cr30,Viruses
2867021,,,,
10455,Spodoptera frugiperda multiple nucleopolyhedrovirus,10455,Spodoptera frugiperda multiple nucleopolyhedrovirus,Viruses
469660,Thalassomonas phage BA3,469660,Thalassomonas phage BA3,Viruses
2821559,,,,
2970818,,,,
45286,Eremothecium sinecaudum,45286,Eremothecium sinecaudum,Eukaryota
2846092,,,,
185588,Ruegeria sp. PR1b,185588,Ruegeria sp. PR1b,Bacteria
2954040,,,,
59241,Streptococcus phage Dp-1,59241,Streptococcus phage Dp-1,Viruses
6035,Encephalitozoon cuniculi,6035,Encephalitozoon cuniculi,Eukaryota
2956064,,,,
1981020,Lactobacillus virus phiLdb,1981020,Lactobacillus virus phiLdb,Viruses
2755559,,,,
2587410,Thermothielavioides terrestris,2587410,Thermothielavioides terrestris,Eukaryota
1283077,Pelagibacter phage HTVC010P,1283077,Pelagibacter phage HTVC010P,Viruses
1069221,Mycolicibacillus parakoreensis,1069221,Mycolicibacillus parakoreensis,Bacteria
