e_id,e_name
2.7.7.81,pseudaminic acid cytidylyltransferase
2.7.7.82,"CMP-N,N'-diacetyllegionaminic acid synthase"
2.7.7.83,UDP-N-acetylgalactosamine diphosphorylase
2.7.7.85,diadenylate cyclase
2.7.7.87,L-threonylcarbamoyladenylate synthase
2.7.7.89,[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase
2.7.7.9,UTP-glucose-1-phosphate uridylyltransferase
2.7.7.92,3-deoxy-D-glycero-D-galacto-nonulopyranosonate cytidylyltransferase
2.7.7.96,ADP-D-ribose pyrophosphorylase
2.7.7.97,3-hydroxy-4-methylanthranilate adenylyltransferase
2.7.7.99,N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase
2.7.8.11,CDP-diacylglycerol-inositol 3-phosphatidyltransferase
2.7.8.12,teichoic acid poly(glycerol phosphate) polymerase
2.7.8.13,phospho-N-acetylmuramoyl-pentapeptide-transferase
2.7.8.14,CDP-ribitol ribitolphosphotransferase
2.7.8.15,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase
2.7.8.17,UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase
2.7.8.20,phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase
2.7.8.24,phosphatidylcholine synthase
2.7.8.26,adenosylcobinamide-GDP ribazoletransferase
2.7.8.28,2-phospho-L-lactate transferase
2.7.8.33,UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
2.7.8.34,CDP-L-myo-inositol myo-inositolphosphotransferase
2.7.8.35,UDP-N-acetylglucosamine-decaprenyl-phosphate N-acetylglucosaminephosphotransferase
2.7.8.36,"undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase"
2.7.8.37,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase
2.7.8.38,archaetidylserine synthase
2.7.8.39,archaetidylinositol phosphate synthase
2.7.8.40,UDP-N-acetylgalactosamine-undecaprenyl-phosphate N-acetylgalactosaminephosphotransferase
2.7.8.41,cardiolipin synthase (CMP-forming)
2.7.8.42,Kdo2-lipid A phosphoethanolamine 7''-transferase
2.7.8.43,lipid A phosphoethanolamine transferase
2.7.8.44,teichoic acid glycerol-phosphate primase
2.7.8.45,teichoic acid glycerol-phosphate transferase
2.7.8.46,teichoic acid ribitol-phosphate primase
2.7.8.47,teichoic acid ribitol-phosphate polymerase
2.7.8.5,CDP-diacylglycerol-glycerol-3-phosphate 1-phosphatidyltransferase
2.7.8.6,undecaprenyl-phosphate galactose phosphotransferase
2.7.8.7,holo-[acyl-carrier-protein] synthase
2.7.8.8,CDP-diacylglycerol-serine O-phosphatidyltransferase
2.7.9.1,"pyruvate, phosphate dikinase"
2.7.9.2,"pyruvate, water dikinase"
2.7.9.3,"selenide, water dikinase"
2.7.9.4,"alpha-glucan, water dikinase"
2.7.9.5,"phosphoglucan, water dikinase"
2.8.1.1,thiosulfate sulfurtransferase
2.8.1.10,thiazole synthase
2.8.1.11,molybdopterin synthase sulfurtransferase
2.8.1.12,molybdopterin synthase
2.8.1.13,tRNA-uridine 2-sulfurtransferase
2.8.1.15,tRNA-5-methyluridine54 2-sulfurtransferase
2.8.1.2,3-mercaptopyruvate sulfurtransferase
2.8.1.4,tRNA uracil 4-sulfurtransferase
2.8.1.6,biotin synthase
2.8.1.7,cysteine desulfurase
2.8.1.8,lipoyl synthase
2.8.2.1,aryl sulfotransferase
2.8.2.22,aryl-sulfate sulfotransferase
2.8.2.37,trehalose 2-sulfotransferase
2.8.3.1,propionate CoA-transferase
2.8.3.10,citrate CoA-transferase
2.8.3.12,glutaconate CoA-transferase
2.8.3.13,succinate-hydroxymethylglutarate CoA-transferase
2.8.3.15,succinyl-CoA:(R)-benzylsuccinate CoA-transferase
2.8.3.16,formyl-CoA transferase
2.8.3.17,3-(aryl)acryloyl-CoA:(R)-3-(aryl)lactate CoA-transferase
2.8.3.18,succinyl-CoA:acetate CoA-transferase
2.8.3.19,CoA:oxalate CoA-transferase
2.8.3.20,succinyl-CoA-D-citramalate CoA-transferase
2.8.3.21,L-carnitine CoA-transferase
2.8.3.22,succinyl-CoA-L-malate CoA-transferase
2.8.3.24,(R)-2-hydroxy-4-methylpentanoate CoA-transferase
2.8.3.5,3-oxoacid CoA-transferase
2.8.3.6,3-oxoadipate CoA-transferase
2.8.3.8,acetate CoA-transferase
2.8.3.9,butyrate-acetoacetate CoA-transferase
2.8.4.1,coenzyme-B sulfoethylthiotransferase
2.8.4.2,arsenate-mycothiol transferase
2.8.4.3,tRNA-2-methylthio-N6-dimethylallyladenosine synthase
2.8.4.4,[ribosomal protein S12] (aspartate89-C3)-methylthiotransferase
2.8.4.5,tRNA (N6-L-threonylcarbamoyladenosine37-C2)-methylthiotransferase
2.9.1.1,L-seryl-tRNASec selenium transferase
3.1.1.1,carboxylesterase
3.1.1.101,poly(ethylene terephthalate) hydrolase
3.1.1.102,mono(ethylene terephthalate) hydrolase
3.1.1.11,pectinesterase
3.1.1.15,L-arabinonolactonase
3.1.1.17,gluconolactonase
3.1.1.22,hydroxybutyrate-dimer hydrolase
3.1.1.24,3-oxoadipate enol-lactonase
3.1.1.29,aminoacyl-tRNA hydrolase
3.1.1.3,triacylglycerol lipase
3.1.1.31,6-phosphogluconolactonase
3.1.1.32,phospholipase A1
3.1.1.4,phospholipase A2
3.1.1.41,cephalosporin-C deacetylase
3.1.1.45,carboxymethylenebutenolidase
3.1.1.47,1-alkyl-2-acetylglycerophosphocholine esterase
3.1.1.5,lysophospholipase
3.1.1.53,sialate O-acetylesterase
3.1.1.57,"2-pyrone-4,6-dicarboxylate lactonase"
3.1.1.61,protein-glutamate methylesterase
3.1.1.7,acetylcholinesterase
3.1.1.74,cutinase
3.1.1.75,poly(3-hydroxybutyrate) depolymerase
3.1.1.76,poly(3-hydroxyoctanoate) depolymerase
3.1.1.8,cholinesterase
3.1.1.81,quorum-quenching N-acyl-homoserine lactonase
3.1.1.83,monoterpene epsilon-lactone hydrolase
3.1.1.85,pimelyl-[acyl-carrier protein] methyl ester esterase
3.1.1.88,pyrethroid hydrolase
3.1.1.96,D-aminoacyl-tRNA deacylase
3.1.11.1,exodeoxyribonuclease I
3.1.11.2,exodeoxyribonuclease III
3.1.11.3,exodeoxyribonuclease (lambda-induced)
3.1.11.5,exodeoxyribonuclease V
3.1.11.6,exodeoxyribonuclease VII
3.1.12.1,5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming)
3.1.13.1,exoribonuclease II
3.1.13.3,oligonucleotidase
3.1.13.5,ribonuclease D
3.1.2.1,acetyl-CoA hydrolase
3.1.2.12,S-formylglutathione hydrolase
3.1.2.20,acyl-CoA hydrolase
3.1.2.21,dodecanoyl-[acyl-carrier-protein] hydrolase
3.1.2.23,4-hydroxybenzoyl-CoA thioesterase
3.1.2.28,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase"
3.1.2.29,fluoroacetyl-CoA thioesterase
3.1.2.30,(3S)-malyl-CoA thioesterase
3.1.2.32,2-aminobenzoylacetyl-CoA thioesterase
3.1.2.6,hydroxyacylglutathione hydrolase
3.1.21.1,deoxyribonuclease I
3.1.21.10,crossover junction endodeoxyribonuclease
3.1.21.2,deoxyribonuclease IV
3.1.21.3,type I site-specific deoxyribonuclease
3.1.21.4,type II site-specific deoxyribonuclease
3.1.21.5,type III site-specific deoxyribonuclease
3.1.21.7,deoxyribonuclease V
3.1.22.1,deoxyribonuclease II
3.1.25.1,deoxyribonuclease (pyrimidine dimer)
3.1.26.11,tRNase Z
3.1.26.12,ribonuclease E
3.1.26.3,ribonuclease III
3.1.26.4,ribonuclease H
3.1.26.5,ribonuclease P
3.1.26.8,ribonuclease M5
3.1.3.1,alkaline phosphatase
3.1.3.10,glucose-1-phosphatase
3.1.3.100,thiamine phosphate phosphatase
3.1.3.102,FMN hydrolase
3.1.3.103,3-deoxy-D-glycero-D-galacto-nonulopyranosonate 9-phosphatase
3.1.3.104,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase
3.1.3.105,N-acetyl-D-muramate 6-phosphate phosphatase
3.1.3.11,fructose-bisphosphatase
3.1.3.12,trehalose-phosphatase
3.1.3.15,histidinol-phosphatase
3.1.3.16,protein-serine/threonine phosphatase
3.1.3.18,phosphoglycolate phosphatase
3.1.3.2,acid phosphatase
3.1.3.23,sugar-phosphatase
3.1.3.24,sucrose-phosphate phosphatase
3.1.3.25,inositol-phosphate phosphatase
3.1.3.26,4-phytase
3.1.3.27,phosphatidylglycerophosphatase
3.1.3.3,phosphoserine phosphatase
3.1.3.32,polynucleotide 3'-phosphatase
3.1.3.37,sedoheptulose-bisphosphatase
3.1.3.39,streptomycin-6-phosphatase
3.1.3.4,phosphatidate phosphatase
3.1.3.41,4-nitrophenylphosphatase
3.1.3.45,3-deoxy-manno-octulosonate-8-phosphatase
3.1.3.48,protein-tyrosine-phosphatase
3.1.3.5,5'-nucleotidase
3.1.3.6,3'-nucleotidase
3.1.3.64,phosphatidylinositol-3-phosphatase
3.1.3.7,"3'(2'),5'-bisphosphate nucleotidase"
3.1.3.70,mannosyl-3-phosphoglycerate phosphatase
3.1.3.71,2-phosphosulfolactate phosphatase
3.1.3.73,adenosylcobalamin/alpha-ribazole phosphatase
3.1.3.76,lipid-phosphate phosphatase
3.1.3.77,acireductone synthase
3.1.3.78,"phosphatidylinositol-4,5-bisphosphate 4-phosphatase"
3.1.3.8,3-phytase
3.1.3.81,diacylglycerol diphosphate phosphatase
3.1.3.82,"D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
3.1.3.83,"D-glycero-alpha-D-manno-heptose 1,7-bisphosphate 7-phosphatase"
3.1.3.85,glucosyl-3-phosphoglycerate phosphatase
3.1.3.87,2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
3.1.3.89,5'-deoxynucleotidase
3.1.3.90,maltose 6'-phosphate phosphatase
3.1.3.92,kanosamine-6-phosphate phosphatase
3.1.3.93,L-galactose 1-phosphate phosphatase
3.1.3.96,pseudouridine 5'-phosphatase
3.1.3.97,"3',5'-nucleoside bisphosphate phosphatase"
3.1.31.1,micrococcal nuclease
3.1.4.1,phosphodiesterase I
3.1.4.12,sphingomyelin phosphodiesterase
3.1.4.14,[acyl-carrier-protein] phosphodiesterase
3.1.4.16,"2',3'-cyclic-nucleotide 2'-phosphodiesterase"
3.1.4.17,"3',5'-cyclic-nucleotide phosphodiesterase"
3.1.4.3,phospholipase C
3.1.4.37,"2',3'-cyclic-nucleotide 3'-phosphodiesterase"
3.1.4.4,phospholipase D
3.1.4.46,glycerophosphodiester phosphodiesterase
3.1.4.52,cyclic-guanylate-specific phosphodiesterase
3.1.4.53,"3',5'-cyclic-AMP phosphodiesterase"
3.1.4.54,N-acetylphosphatidylethanolamine-hydrolysing phospholipase D
3.1.4.55,"phosphoribosyl 1,2-cyclic phosphate phosphodiesterase"
3.1.4.57,"phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase"
3.1.4.58,"RNA 2',3'-cyclic 3'-phosphodiesterase"
3.1.5.1,dGTPase
3.1.6.1,arylsulfatase (type I)
3.1.6.13,iduronate-2-sulfatase
3.1.6.14,N-acetylglucosamine-6-sulfatase
3.1.6.6,choline-sulfatase
3.1.6.8,cerebroside-sulfatase
3.1.7.2,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase"
3.11.1.1,phosphonoacetaldehyde hydrolase
3.11.1.2,phosphonoacetate hydrolase
3.13.1.1,UDP-sulfoquinovose synthase
3.13.1.3,2'-hydroxybiphenyl-2-sulfinate desulfinase
3.13.1.4,3-sulfinopropanoyl-CoA desulfinase
3.13.1.6,[CysO sulfur-carrier protein]-S-L-cysteine hydrolase
3.2.1.1,alpha-amylase
3.2.1.10,"oligo-1,6-glucosidase"
3.2.1.108,lactase
3.2.1.11,dextranase
3.2.1.122,maltose-6'-phosphate glucosidase
3.2.1.123,endoglycosylceramidase
3.2.1.130,"glycoprotein endo-alpha-1,2-mannosidase"
3.2.1.132,chitosanase
3.2.1.133,"glucan 1,4-alpha-maltohydrolase"
3.2.1.135,neopullulanase
3.2.1.136,"glucuronoarabinoxylan endo-1,4-beta-xylanase"
3.2.1.139,alpha-glucuronidase
3.2.1.14,chitinase
3.2.1.141,4-alpha-D-{(1->4)-alpha-D-glucano}trehalose trehalohydrolase
3.2.1.15,endo-polygalacturonase
3.2.1.156,oligosaccharide reducing-end xylanase
3.2.1.165,"exo-1,4-beta-D-glucosaminidase"
3.2.1.166,heparanase
3.2.1.169,protein O-GlcNAcase
3.2.1.17,lysozyme
3.2.1.170,mannosylglycerate hydrolase
3.2.1.171,rhamnogalacturonan hydrolase
3.2.1.172,unsaturated rhamnogalacturonyl hydrolase
3.2.1.176,"cellulose 1,4-beta-cellobiosidase (reducing end)"
3.2.1.177,alpha-D-xyloside xylohydrolase
3.2.1.178,beta-porphyranase
3.2.1.18,exo-alpha-sialidase
3.2.1.180,unsaturated chondroitin disaccharide hydrolase
3.2.1.181,"galactan endo-beta-1,3-galactanase"
3.2.1.183,UDP-N-acetylglucosamine 2-epimerase (hydrolysing)
3.2.1.184,"UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolysing)"
3.2.1.185,non-reducing end beta-L-arabinofuranosidase
3.2.1.187,(Ara-f)3-Hyp beta-L-arabinobiosidase
3.2.1.196,"limit dextrin alpha-1,6-maltotetraose-hydrolase"
3.2.1.197,"beta-1,2-mannosidase"
3.2.1.198,"alpha-mannan endo-1,2-alpha-mannanase"
3.2.1.199,sulfoquinovosidase
3.2.1.20,alpha-glucosidase
3.2.1.202,endo-chitodextinase
3.2.1.204,"1,3-alpha-isomaltosidase"
3.2.1.21,beta-glucosidase
3.2.1.22,alpha-galactosidase
3.2.1.23,beta-galactosidase
3.2.1.24,alpha-mannosidase
3.2.1.25,beta-mannosidase
3.2.1.26,beta-fructofuranosidase
3.2.1.28,"alpha,alpha-trehalase"
3.2.1.3,"glucan 1,4-alpha-glucosidase"
3.2.1.31,beta-glucuronidase
3.2.1.35,hyaluronoglucosaminidase
3.2.1.37,"xylan 1,4-beta-xylosidase"
3.2.1.4,cellulase
3.2.1.40,alpha-L-rhamnosidase
3.2.1.41,pullulanase
3.2.1.45,glucosylceramidase
3.2.1.46,galactosylceramidase
3.2.1.50,alpha-N-acetylglucosaminidase
3.2.1.51,alpha-L-fucosidase
3.2.1.52,beta-N-acetylhexosaminidase
3.2.1.54,cyclomaltodextrinase
3.2.1.55,non-reducing end alpha-L-arabinofuranosidase
3.2.1.58,"glucan 1,3-beta-glucosidase"
3.2.1.59,"glucan endo-1,3-alpha-glucosidase"
3.2.1.60,"glucan 1,4-alpha-maltotetraohydrolase"
3.2.1.62,glycosylceramidase
3.2.1.64,"2,6-beta-fructan 6-levanbiohydrolase"
3.2.1.65,levanase
3.2.1.67,"galacturonan 1,4-alpha-galacturonidase"
3.2.1.68,isoamylase
3.2.1.70,"glucan 1,6-alpha-glucosidase"
3.2.1.73,licheninase
3.2.1.78,"mannan endo-1,4-beta-mannosidase"
3.2.1.8,"endo-1,4-beta-xylanase"
3.2.1.80,fructan beta-fructosidase
3.2.1.81,beta-agarase
3.2.1.82,exo-poly-alpha-digalacturonosidase
3.2.1.83,kappa-carrageenase
3.2.1.85,6-phospho-beta-galactosidase
3.2.1.86,6-phospho-beta-glucosidase
3.2.1.89,"arabinogalactan endo-beta-1,4-galactanase"
3.2.1.91,"cellulose 1,4-beta-cellobiosidase (non-reducing end)"
3.2.1.93,"alpha,alpha-phosphotrehalase"
3.2.1.94,"glucan 1,6-alpha-isomaltosidase"
3.2.1.96,mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase
3.2.1.97,endo-alpha-N-acetylgalactosaminidase
3.2.1.99,"arabinan endo-1,5-alpha-L-arabinanase"
3.2.2.1,purine nucleosidase
3.2.2.10,pyrimidine-5'-nucleotide nucleosidase
3.2.2.16,methylthioadenosine nucleosidase
3.2.2.20,DNA-3-methyladenine glycosylase I
3.2.2.21,DNA-3-methyladenine glycosylase II
3.2.2.23,DNA-formamidopyrimidine glycosylase
3.2.2.24,ADP-ribosyl-[dinitrogen reductase] hydrolase
3.2.2.26,futalosine hydrolase
3.2.2.27,uracil-DNA glycosylase
3.2.2.28,double-stranded uracil-DNA glycosylase
3.2.2.29,thymine-DNA glycosylase
3.2.2.30,aminodeoxyfutalosine nucleosidase
3.2.2.4,AMP nucleosidase
3.2.2.8,ribosylpyrimidine nucleosidase
3.2.2.9,adenosylhomocysteine nucleosidase
3.3.1.1,adenosylhomocysteinase
3.3.2.1,isochorismatase
3.3.2.10,soluble epoxide hydrolase
3.3.2.12,oxepin-CoA hydrolase
3.3.2.13,chorismatase
3.3.2.15,"trans-2,3-dihydro-3-hydroxyanthranilic acid synthase"
3.3.2.2,lysoplasmalogenase
3.3.2.8,"limonene-1,2-epoxide hydrolase"
3.3.2.9,microsomal epoxide hydrolase
3.4.11.1,leucyl aminopeptidase
3.4.11.10,bacterial leucyl aminopeptidase
3.4.11.14,cytosol alanyl aminopeptidase
3.4.11.18,methionyl aminopeptidase
3.4.11.19,D-stereospecific aminopeptidase
3.4.11.2,membrane alanyl aminopeptidase
3.4.11.21,aspartyl aminopeptidase
3.4.11.23,PepB aminopeptidase
3.4.11.24,aminopeptidase S
3.4.11.4,tripeptide aminopeptidase
3.4.11.5,prolyl aminopeptidase
3.4.11.6,aminopeptidase B
3.4.11.7,glutamyl aminopeptidase
3.4.11.9,Xaa-Pro aminopeptidase
3.4.13.19,membrane dipeptidase
3.4.13.21,dipeptidase E
3.4.13.22,D-Ala-D-Ala dipeptidase
3.4.13.9,Xaa-Pro dipeptidase
3.4.14.10,tripeptidyl-peptidase II
3.4.14.11,Xaa-Pro dipeptidyl-peptidase
3.4.14.12,Xaa-Xaa-Pro tripeptidyl-peptidase
3.4.14.13,gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
3.4.14.4,dipeptidyl-peptidase III
3.4.14.5,dipeptidyl-peptidase IV
3.4.15.1,peptidyl-dipeptidase A
3.4.15.5,Peptidyl-dipeptidase Dcp
3.4.15.6,cyanophycinase
3.4.16.4,serine-type D-Ala-D-Ala carboxypeptidase
3.4.17.11,glutamate carboxypeptidase
3.4.17.13,Muramoyltetrapeptide carboxypeptidase
3.4.17.14,Zinc D-Ala-D-Ala carboxypeptidase
3.4.17.18,carboxypeptidase T
3.4.17.19,Carboxypeptidase Taq
3.4.17.22,metallocarboxypeptidase D
3.4.19.1,acylaminoacyl-peptidase
3.4.19.11,gamma-D-glutamyl-meso-diaminopimelate peptidase
3.4.19.12,ubiquitinyl hydrolase 1
3.4.19.13,glutathione gamma-glutamate hydrolase
3.4.19.16,glucosinolate gamma-glutamyl hydrolase
3.4.19.3,pyroglutamyl-peptidase I
3.4.19.5,beta-aspartyl-peptidase
3.4.21.10,acrosin
3.4.21.100,sedolisin
3.4.21.101,xanthomonalisin
3.4.21.102,C-terminal processing peptidase
3.4.21.105,rhomboid protease
3.4.21.107,peptidase Do
3.4.21.108,HtrA2 peptidase
3.4.21.110,C5a peptidase
3.4.21.111,aqualysin 1
3.4.21.116,SpoIVB peptidase
3.4.21.121,Lys-Lys/Arg-Xaa endopeptidase
3.4.21.19,glutamyl endopeptidase
3.4.21.26,prolyl oligopeptidase
3.4.21.35,tissue kallikrein
3.4.21.50,lysyl endopeptidase
3.4.21.53,Endopeptidase La
3.4.21.62,Subtilisin
3.4.21.66,Thermitase
3.4.21.71,Pancreatic elastase II
3.4.21.72,IgA-specific serine endopeptidase
3.4.21.81,Streptogrisin B
3.4.21.83,Oligopeptidase B
3.4.21.88,Repressor LexA
3.4.21.89,Signal peptidase I
3.4.21.92,Endopeptidase Clp
3.4.21.96,Lactocepin
3.4.22.10,streptopain
3.4.22.15,cathepsin L
3.4.22.37,gingipain R
3.4.22.38,cathepsin K
3.4.22.40,bleomycin hydrolase
3.4.22.47,gingipain K
3.4.22.48,staphopain
3.4.22.70,sortase A
3.4.22.8,clostripain
3.4.23.36,Signal peptidase II
3.4.23.43,prepilin peptidase
3.4.23.48,plasminogen activator Pla
3.4.23.49,omptin
3.4.23.51,HycI peptidase
3.4.23.52,preflagellin peptidase
3.4.24.11,neprilysin
3.4.24.13,IgA-specific metalloendopeptidase
3.4.24.15,thimet oligopeptidase
3.4.24.16,neurolysin
3.4.24.17,stromelysin 1
3.4.24.20,peptidyl-Lys metalloendopeptidase
3.4.24.25,vibriolysin
3.4.24.26,pseudolysin
3.4.24.28,bacillolysin
3.4.24.29,aureolysin
3.4.24.3,microbial collagenase
3.4.24.30,coccolysin
3.4.24.34,neutrophil collagenase
3.4.24.36,leishmanolysin
3.4.24.37,saccharolysin
3.4.24.40,serralysin
3.4.24.55,pitrilysin
3.4.24.65,macrophage elastase
3.4.24.7,interstitial collagenase
3.4.24.70,oligopeptidase A
3.4.24.71,endothelin-converting enzyme 1
3.4.24.75,lysostaphin
3.4.24.78,gpr endopeptidase
3.4.24.80,membrane-type matrix metalloproteinase-1
3.4.24.84,Ste24 endopeptidase
3.4.24.89,Pro-Pro endopeptidase
3.4.25.1,proteasome endopeptidase complex
3.4.25.2,HslU-HslV peptidase
3.5.1.1,asparaginase
3.5.1.10,formyltetrahydrofolate deformylase
3.5.1.100,(R)-amidase
3.5.1.101,L-proline amide hydrolase
3.5.1.102,2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase
3.5.1.103,N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase
3.5.1.104,peptidoglycan-N-acetylglucosamine deacetylase
3.5.1.105,chitin disaccharide deacetylase
3.5.1.106,N-formylmaleamate deformylase
3.5.1.107,maleamate amidohydrolase
3.5.1.108,UDP-3-O-acyl-N-acetylglucosamine deacetylase
3.5.1.11,penicillin amidase
3.5.1.110,ureidoacrylate amidohydrolase
3.5.1.115,mycothiol S-conjugate amidase
3.5.1.118,gamma-glutamyl hercynylcysteine S-oxide hydrolase
3.5.1.119,Pup amidohydrolase
3.5.1.124,protein deglycase
3.5.1.125,"N2-acetyl-L-2,4-diaminobutanoate deacetylase"
3.5.1.127,jasmonoyl-L-amino acid hydrolase
3.5.1.15,aspartoacylase
3.5.1.16,acetylornithine deacetylase
3.5.1.18,succinyl-diaminopimelate desuccinylase
3.5.1.19,nicotinamidase
3.5.1.2,glutaminase
3.5.1.23,ceramidase
3.5.1.24,choloylglycine hydrolase
3.5.1.25,N-acetylglucosamine-6-phosphate deacetylase
3.5.1.26,N4-(beta-N-acetylglucosaminyl)-L-asparaginase
3.5.1.28,N-acetylmuramoyl-L-alanine amidase
3.5.1.3,omega-amidase
3.5.1.31,formylmethionine deformylase
3.5.1.32,hippurate hydrolase
3.5.1.38,glutamin-(asparagin-)ase
3.5.1.4,amidase
3.5.1.41,chitin deacetylase
3.5.1.42,nicotinamide-nucleotide amidase
3.5.1.44,protein-glutamine glutaminase
3.5.1.47,N-acetyldiaminopimelate deacetylase
3.5.1.49,formamidase
3.5.1.5,urease
3.5.1.53,N-carbamoylputrescine amidase
3.5.1.54,allophanate hydrolase
3.5.1.56,"N,N-dimethylformamidase"
3.5.1.59,N-carbamoylsarcosine amidase
3.5.1.6,beta-ureidopropionase
3.5.1.68,N-formylglutamate deformylase
3.5.1.77,N-carbamoyl-D-amino-acid hydrolase
3.5.1.78,Glutathionylspermidine amidase
3.5.1.81,N-Acyl-D-amino-acid deacylase
3.5.1.82,N-acyl-D-glutamate deacylase
3.5.1.83,N-Acyl-D-aspartate deacylase
3.5.1.84,biuret amidohydrolase
3.5.1.86,mandelamide amidase
3.5.1.87,N-carbamoyl-L-amino-acid hydrolase
3.5.1.88,peptide deformylase
3.5.1.9,arylformamidase
3.5.1.90,adenosylcobinamide hydrolase
3.5.1.94,gamma-glutamyl-gamma-aminobutyrate hydrolase
3.5.1.95,N-malonylurea hydrolase
3.5.1.96,succinylglutamate desuccinylase
3.5.1.97,acyl-homoserine-lactone acylase
3.5.2.1,barbiturase
3.5.2.10,creatininase
3.5.2.14,N-methylhydantoinase (ATP-hydrolysing)
3.5.2.15,cyanuric acid amidohydrolase
3.5.2.17,hydroxyisourate hydrolase
3.5.2.18,enamidase
3.5.2.19,streptothricin hydrolase
3.5.2.2,dihydropyrimidinase
3.5.2.3,dihydroorotase
3.5.2.5,allantoinase
3.5.2.6,beta-lactamase
3.5.2.7,imidazolonepropionase
3.5.2.9,5-oxoprolinase (ATP-hydrolysing)
3.5.3.1,arginase
3.5.3.11,agmatinase
3.5.3.12,agmatine deiminase
3.5.3.13,formimidoylglutamate deiminase
3.5.3.15,protein-arginine deiminase
3.5.3.17,Guanidinopropionase
3.5.3.18,dimethylargininase
3.5.3.23,N-succinylarginine dihydrolase
3.5.3.26,(S)-ureidoglycine aminohydrolase
3.5.3.3,creatinase
3.5.3.4,allantoicase
3.5.3.6,arginine deiminase
3.5.3.7,guanidinobutyrase
3.5.3.8,formimidoylglutamase
3.5.3.9,allantoate deiminase
3.5.4.1,cytosine deaminase
3.5.4.10,IMP cyclohydrolase
3.5.4.12,dCMP deaminase
3.5.4.13,dCTP deaminase
3.5.4.16,GTP cyclohydrolase I
3.5.4.19,phosphoribosyl-AMP cyclohydrolase
3.5.4.2,adenine deaminase
3.5.4.21,creatinine deaminase
3.5.4.22,1-pyrroline-4-hydroxy-2-carboxylate deaminase
3.5.4.25,GTP cyclohydrolase II
3.5.4.26,diaminohydroxyphosphoribosylaminopyrimidine deaminase
3.5.4.27,methenyltetrahydromethanopterin cyclohydrolase
3.5.4.28,S-adenosylhomocysteine deaminase
3.5.4.29,GTP cyclohydrolase IIa
3.5.4.3,guanine deaminase
3.5.4.31,S-methyl-5'-thioadenosine deaminase
3.5.4.32,8-oxoguanine deaminase
3.5.4.33,tRNA(adenine34) deaminase
3.5.4.39,GTP cyclohydrolase IV
3.5.4.4,adenosine deaminase
3.5.4.40,aminodeoxyfutalosine deaminase
3.5.4.43,hydroxydechloroatrazine ethylaminohydrolase
3.5.4.44,ectoine hydrolase
3.5.4.5,cytidine deaminase
3.5.4.9,methenyltetrahydrofolate cyclohydrolase
3.5.5.1,nitrilase
3.5.5.5,Arylacetonitrilase
3.5.5.7,Aliphatic nitrilase
3.5.5.8,thiocyanate hydrolase
3.5.99.10,2-iminobutanoate/2-iminopropanoate deaminase
3.5.99.2,aminopyrimidine aminohydrolase
3.5.99.5,2-aminomuconate deaminase
3.5.99.6,glucosamine-6-phosphate deaminase
3.5.99.7,1-aminocyclopropane-1-carboxylate deaminase
3.6.1.1,inorganic diphosphatase
3.6.1.11,exopolyphosphatase
3.6.1.13,ADP-ribose diphosphatase
3.6.1.15,nucleoside-triphosphate phosphatase
3.6.1.17,bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)
3.6.1.22,NAD+ diphosphatase
3.6.1.23,dUTP diphosphatase
3.6.1.25,triphosphatase
3.6.1.26,CDP-diacylglycerol diphosphatase
3.6.1.27,undecaprenyl-diphosphate phosphatase
3.6.1.3,adenosinetriphosphatase
3.6.1.31,phosphoribosyl-ATP diphosphatase
3.6.1.40,"guanosine-5'-triphosphate,3'-diphosphate phosphatase"
3.6.1.41,bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
3.6.1.45,UDP-sugar diphosphatase
3.6.1.54,"UDP-2,3-diacylglucosamine diphosphatase"
3.6.1.55,8-oxo-dGTP diphosphatase
3.6.1.56,2-hydroxy-dATP diphosphatase
3.6.1.57,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase"
3.6.1.58,8-oxo-dGDP phosphatase
3.6.1.61,diadenosine hexaphosphate hydrolase (ATP-forming)
