covered_ec_count,pathway_id,pathway_name,total_ec_count,pathway_ec,covered_ec,covered_ratio
2.0,PWY-5197,lactate biosynthesis (archaea),4.0,"1.2.1.22,1.1.98.5,4.1.2.17,4.2.3","1.2.1.22,4.1.2.17",0.5
2.0,PWY-8136,NADPH repair (prokaryotes),2.0,"5.1.99.6,4.2.1.136","5.1.99.6,4.2.1.136",1.0
2.0,PWY-8043,ophthalmate biosynthesis,3.0,"6.3.2.2,6.3.2.3,2.6.1","6.3.2.2,6.3.2.3",0.6666666666666666
1.0,PWY-7978,N-methylpyrrolidone degradation,3.0,"1.2.1.24,3.5.2,1.5.3.21",1.2.1.24,0.3333333333333333
5.0,P221-PWY,octane oxidation,6.0,"6.2.1.2,6.2.1.3,1.1.99,1.14.15.3,1.18.1.1,1.2.1.3","1.14.15.3,1.2.1.3,1.18.1.1,6.2.1.2,6.2.1.3",0.8333333333333334
1.0,PWY66-241,bupropion degradation,2.0,"1.1,1.14.14.1",1.14.14.1,0.5
2.0,PWY-6599,guanine and guanosine salvage II,2.0,"3.2.2.1,2.4.2.8","3.2.2.1,2.4.2.8",1.0
2.0,PWY-723,alkylnitronates degradation,2.0,"1.13.12.16,1.7.1.4","1.13.12.16,1.7.1.4",1.0
3.0,ACETOACETATE-DEG-PWY,acetoacetate degradation (to acetyl CoA),3.0,"2.8.3.9,2.3.1.16,2.3.1.9","2.8.3.9,2.3.1.9,2.3.1.16",1.0
2.0,PWY-6995,5-hydroxymethylfurfural degradation,3.0,"6.2.1.31,1.3.99.8,3.1.2","6.2.1.31,1.3.99.8",0.6666666666666666
1.0,PWY-8302,S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine degradation,2.0,"3.4.13.23,4.4.1.13",4.4.1.13,0.5
3.0,PWY0-1569,autoinducer AI-2 degradation,3.0,"2.3.1.245,2.7.1.189,5.3.1.32","2.7.1.189,5.3.1.32,2.3.1.245",1.0
1.0,LIPAS-PWY,triacylglycerol degradation,7.0,"3.1.1.116,3.1.1.79,3.1.1.34,3.1.1.23,3.1.1.79,3.1.1.34,3.1.1.3",3.1.1.3,0.14285714285714285
1.0,PWY-6111,mitochondrial L-carnitine shuttle,1.0,2.3.1.21,2.3.1.21,1.0
1.0,PWY-8351,sulfoquinovosyl diacylglycerides and sulfoquinovosyl glycerol degradation,1.0,3.2.1.199,3.2.1.199,1.0
1.0,PWY-8056,anandamide lipoxygenation,3.0,"1.13.11.31,1.13.11.34,1.13.11.33",1.13.11.33,0.3333333333333333
2.0,PWY-6368,3-phosphoinositide degradation,7.0,"3.1.3.36,3.1.3.86,3.1.3.78,3.1.3.66,3.1.3.64,3.1.3,3.1.3.67","3.1.3.64,3.1.3.78",0.2857142857142857
3.0,PWY-7783,plasmalogen degradation,4.0,"3.3.2.2,3.1.1.4,3.1.4.3,3.1.4.39","3.3.2.2,3.1.1.4,3.1.4.3",0.75
3.0,PWY-7855,ectoine degradation,4.0,"2.6.1.76,3.5.4.44,1.2.1.M5,3.5.1.125","3.5.4.44,3.5.1.125,2.6.1.76",0.75
3.0,PWY6666-2,dopamine degradation,4.0,"2.1.1.6,1.4.3.4,2.8.2.1,1.2.1.3","2.8.2.1,1.4.3.4,1.2.1.3",0.75
3.0,PWY-7431,aromatic biogenic amine degradation (bacteria),7.0,"1.2.1.53,1.4.3.4,1.14.14.9,1.4.99,4.2.1.87,4.2.1.88,1.2.1.3","1.4.3.4,1.14.14.9,1.2.1.3",0.42857142857142855
6.0,PWY0-1477,ethanolamine utilization,6.0,"2.7.2.15,2.7.2.1,4.3.1.7,1.1.1.1,1.2.1.10,2.3.1.8","2.3.1.8,1.2.1.10,1.1.1.1,2.7.2.1,4.3.1.7,2.7.2.15",1.0
1.0,PWY-6181,histamine degradation,3.0,"2.1.1.8,1.4.3.22,1.2.1.3",1.2.1.3,0.3333333333333333
1.0,PWY-7085,triethylamine degradation,3.0,"1.14.13,4.1.2,1.2.1.10",1.2.1.10,0.3333333333333333
3.0,PWY-5386-1,methylglyoxal degradation VIII,3.0,"1.1.2.4,3.1.2.6,4.4.1.5","1.1.2.4,3.1.2.6,4.4.1.5",1.0
5.0,PWY-5749,itaconate degradation,5.0,"6.2.1.4,4.2.1.56,4.1.3.25,2.8.3.22,2.8.3.20","4.2.1.56,6.2.1.4,4.1.3.25,2.8.3.20,2.8.3.22",1.0
3.0,PWY-7310,D-glucosaminate degradation,4.0,"4.1.2.55,4.1.2.14,4.3.1.29,2.7.1.203","4.1.2.14,4.3.1.29,2.7.1.203",0.75
4.0,PWY-7873,D-erythronate degradation II,4.0,"4.1.1.104,1.1.1.410,5.3.1.35,2.7.1.217","2.7.1.217,5.3.1.35,1.1.1.410,4.1.1.104",1.0
4.0,PWY-8085,picolinate degradation,6.0,"1.14.13,5.2.1.1,1.13.11.9,3.5.1.107,3.5.1.106,4.1.1","3.5.1.106,1.13.11.9,3.5.1.107,5.2.1.1",0.6666666666666666
2.0,PWY-6038,citrate degradation,2.0,"4.1.3.34,2.8.3.10","4.1.3.34,2.8.3.10",1.0
2.0,PWY-7872,D-erythronate degradation I,2.0,"2.7.1.220,4.1.1.104","2.7.1.220,4.1.1.104",1.0
4.0,PWY-7948,4-oxopentanoate degradation,6.0,"2.3.1.9,2.3.1.16,1.1.1.M44,6.2.1.2,1.1.1.36,2.7.1.M16","1.1.1.36,2.3.1.9,2.3.1.16,6.2.1.2",0.6666666666666666
2.0,PWY-5074,mevalonate degradation,2.0,"4.1.3.4,1.1.1.88","1.1.1.88,4.1.3.4",1.0
1.0,PWY0-1465,D-malate degradation,1.0,1.1.1.83,1.1.1.83,1.0
2.0,PWY-7871,D-threonate degradation,2.0,"2.7.1.219,4.1.1.104","2.7.1.219,4.1.1.104",1.0
1.0,GLUCONSUPER-PWY,D-gluconate degradation,1.0,2.7.1.12,2.7.1.12,1.0
4.0,PWY-7874,L-threonate degradation,4.0,"1.1.1.411,5.3.1.35,2.7.1.217,4.1.1.104","1.1.1.411,2.7.1.217,5.3.1.35,4.1.1.104",1.0
4.0,PWY-7779,methyl tert-butyl ether degradation,11.0,"1.14.13.M36,6.2.1.M4,1.1.1.35,1.1.1.M26,1.1.1.400,5.4.99.64,1.2.1.98,3.7.1,1.14.13.229,2.3.1.16,2.3.1.9","1.1.1.35,2.3.1.9,1.14.13.229,2.3.1.16",0.36363636363636365
3.0,PWY-7586,"beta-1,4-D-mannosyl-N-acetyl-D-glucosamine degradation",3.0,"2.4.1.320,5.4.2.8,5.3.1.8","5.3.1.8,2.4.1.320,5.4.2.8",1.0
1.0,PWY-7780,butane degradation,4.0,"1.1.2.9,1.14.13.230,1.1.5.11,1.14.13",1.1.5.11,0.25
8.0,PWY-5532,nucleoside and nucleotide degradation (archaea),11.0,"2.7.1.212,2.4.2.1,2.4.2.15,2.4.2.1,5.3.1.29,2.4.2.57,2.4.2.2,2.4.2.3,4.1.1.39,2.7.1.48,2.7.1.213","2.4.2.57,5.3.1.29,2.7.1.213,2.4.2.3,2.4.2.2,2.7.1.48,4.1.1.39,2.4.2.1",0.7272727272727273
2.0,PWY0-1546,muropeptide degradation,3.0,"3.4.17.13,3.4.13.18,5.1.1.20","5.1.1.20,3.4.17.13",0.6666666666666666
2.0,PWY-7794,polyethylene terephthalate degradation,2.0,"3.1.1.102,3.1.1.101","3.1.1.102,3.1.1.101",1.0
1.0,PWY-8304,methanogenesis from methoxylated aromatic compounds,3.0,"2.1.1.86,2.1.1.382,2.1.1.384",2.1.1.86,0.3333333333333333
3.0,PWY-1722,"formate assimilation into 5,10-methylenetetrahydrofolate",3.0,"1.5.1.5,3.5.4.9,6.3.4.3","3.5.4.9,6.3.4.3,1.5.1.5",1.0
1.0,PWY-7750,carbon monoxide oxidation to CO2,1.0,1.2.5.3,1.2.5.3,1.0
1.0,PWY-7559,glutathione degradation (DUG pathway),2.0,"3.4.19.13,3.4.13.18",3.4.19.13,0.5
2.0,GLYCEROLMETAB-PWY,glycerol degradation V,2.0,"1.1.1.6,2.7.1.121","1.1.1.6,2.7.1.121",1.0
2.0,ETOH-ACETYLCOA-ANA-PWY,ethanol degradation I,2.0,"1.1.1.1,1.2.1.10","1.1.1.1,1.2.1.10",1.0
3.0,PWY66-21,ethanol degradation II,3.0,"1.1.1.1,6.2.1.1,1.2.1.3","1.1.1.1,1.2.1.3,6.2.1.1",1.0
3.0,PWY66-162,ethanol degradation IV,3.0,"1.11.1.6,6.2.1.1,1.2.1.3","1.2.1.3,1.11.1.6,6.2.1.1",1.0
2.0,PWY66-161,ethanol degradation III,3.0,"1.14.14,6.2.1.1,1.2.1.3","1.2.1.3,6.2.1.1",0.6666666666666666
4.0,PWY-8289,dZTP biosynthesis,6.0,"6.3.4.25,4.3.2.2,3.6.1.9,3.6.1.M7,2.7.4.8,2.7.4.6","2.7.4.8,4.3.2.2,3.6.1.9,2.7.4.6",0.6666666666666666
2.0,DISSULFRED-PWY,dissimilatory sulfate reduction I (to hydrogen sufide)),4.0,"1.8.5.M1,1.8.1.M5,1.8.99.2,2.7.7.4","2.7.7.4,1.8.99.2",0.5
1.0,PWY0-1576,hydrogen to fumarate electron transfer,1.0,1.3.5.1,1.3.5.1,1.0
1.0,PWY-5674,nitrate reduction IV (dissimilatory),2.0,"1.9.6.1,1.7.2.2",1.7.2.2,0.5
2.0,PWY0-1581,nitrate reduction IX (dissimilatory),2.0,"1.7.5.1,1.1.5.3","1.1.5.3,1.7.5.1",1.0
3.0,PWY-6748,nitrate reduction VII (denitrification),4.0,"1.7.5.1,1.7.2.4,1.7.2.1,1.7.5.2","1.7.5.1,1.7.2.4,1.7.2.1",0.75
3.0,PWY0-1585,formate to nitrite electron transfer,3.0,"1.7.2.2,1.17.5.3,7.1.1.8","1.17.5.3,7.1.1.8,1.7.2.2",1.0
1.0,PWY0-1336,NADH to fumarate electron transfer,2.0,"1.3.5.1,1.6.5",1.3.5.1,0.5
1.0,PWY0-1352,nitrate reduction VIII (dissimilatory),2.0,"1.7.5.1,1.6.5",1.7.5.1,0.5
4.0,DENITRIFICATION-PWY,nitrate reduction I (denitrification),4.0,"1.7.5.1,1.7.2.4,1.7.2.5,1.7.2.1","1.7.5.1,1.7.2.4,1.7.2.5,1.7.2.1",1.0
2.0,PWY0-1573,nitrate reduction VIIIb (dissimilatory),2.0,"1.7.5.1,1.6.5.9","1.7.5.1,1.6.5.9",1.0
2.0,PWY0-1584,"nitrate reduction X (dissimilatory, periplasmic)",3.0,"1.1.5.3,1.9.6.1,7.1.1.8","1.1.5.3,7.1.1.8",0.6666666666666666
2.0,PWY0-1321,nitrate reduction III (dissimilatory),2.0,"1.7.5.1,1.17.5.3","1.7.5.1,1.17.5.3",1.0
1.0,PWY0-1348,NADH to dimethyl sulfoxide electron transfer,2.0,"1.8.5.3,1.6.5",1.8.5.3,0.5
2.0,PWY0-1356,formate to dimethyl sulfoxide electron transfer,2.0,"1.8.5.3,1.17.5.3","1.17.5.3,1.8.5.3",1.0
1.0,P303-PWY,ammonia oxidation II (anaerobic),3.0,"1.7.2.7,1.7.2.1,1.7.2.8",1.7.2.1,0.3333333333333333
1.0,PWY0-1577,hydrogen to dimethyl sulfoxide electron transfer,1.0,1.8.5.3,1.8.5.3,1.0
2.0,PWY0-1582,glycerol-3-phosphate to fumarate electron transfer,2.0,"1.3.5.1,1.1.5.3","1.1.5.3,1.3.5.1",1.0
1.0,PWY0-1355,formate to trimethylamine N-oxide electron transfer,1.0,1.17.5.3,1.17.5.3,1.0
2.0,PWY0-1353,succinate to cytochrome bd oxidase electron transfer,2.0,"1.3.5.1,7.1.1.7","7.1.1.7,1.3.5.1",1.0
2.0,PWY0-1565,D-lactate to cytochrome bo oxidase electron transfer,2.0,"7.1.1.3,1.1.5.12","1.1.5.12,7.1.1.3",1.0
2.0,PWY-4521,arsenite to oxygen electron transfer,2.0,"7.1.1.9,1.20.2.1","1.20.2.1,7.1.1.9",1.0
1.0,PWY1YI0-2,succinate to chytochrome c oxidase via cytochrome c6,1.0,1.3.5.1,1.3.5.1,1.0
2.0,PWY-7429,arsenite to oxygen electron transfer (via azurin),2.0,"7.1.1.9,1.20.9.1","1.20.9.1,7.1.1.9",1.0
1.0,THIOSULFOX-PWY,thiosulfate oxidation I (to tetrathionate),1.0,1.8.2.2,1.8.2.2,1.0
2.0,PWY-8271,NADPH to cytochrome c oxidase via plastocyanin,2.0,"7.1.1.6,1.18.1.2","1.18.1.2,7.1.1.6",1.0
2.0,PWY0-1335,NADH to cytochrome bo oxidase electron transfer I,2.0,"7.1.1.3,7.1.1.2","7.1.1.2,7.1.1.3",1.0
2.0,PWY0-1561,glycerol-3-phosphate to cytochrome bo oxidase electron transfer,2.0,"7.1.1.3,1.1.5.3","1.1.5.3,7.1.1.3",1.0
2.0,PWY-4302,aerobic respiration III (alternative oxidase pathway),3.0,"1.3.5.1,1.10.3.11,7.1.1.2","7.1.1.2,1.3.5.1",0.6666666666666666
2.0,PWY0-1568,NADH to cytochrome bd oxidase electron transfer II,2.0,"7.1.1.7,1.6.5.9","7.1.1.7,1.6.5.9",1.0
4.0,PWY-7279,aerobic respiration II (cytochrome c) (yeast),4.0,"7.1.1.9,1.3.5.1,1.6.5.9,7.1.1.8","7.1.1.8,7.1.1.9,1.3.5.1,1.6.5.9",1.0
1.0,PWY1YI0-8,succinate to plastoquinol oxidase,1.0,1.3.5.1,1.3.5.1,1.0
2.0,PWY-7545,pyruvate to cytochrome bd oxidase electron transfer,2.0,"1.2.5.1,7.1.1.7","1.2.5.1,7.1.1.7",1.0
2.0,PWY0-1334,NADH to cytochrome bd oxidase electron transfer I,2.0,"7.1.1.7,7.1.1.2","7.1.1.7,7.1.1.2",1.0
2.0,PWY0-1544,proline to cytochrome bo oxidase electron transfer,2.0,"1.5.5.2,7.1.1.3","7.1.1.3,1.5.5.2",1.0
4.0,PWY-3781,aerobic respiration I (cytochrome c),4.0,"7.1.1.9,1.3.5.1,7.1.1.8,7.1.1.2","1.3.5.1,7.1.1.8,7.1.1.2,7.1.1.9",1.0
2.0,PWY0-1567,NADH to cytochrome bo oxidase electron transfer II,2.0,"7.1.1.3,1.6.5.9","7.1.1.3,1.6.5.9",1.0
2.0,PWY1YI0-3,succinate to cytochrome c oxidase via plastocyanin,2.0,"1.3.5.1,7.1.1.6","7.1.1.6,1.3.5.1",1.0
2.0,PWY-7544,pyruvate to cytochrome bo oxidase electron transfer,2.0,"7.1.1.3,1.2.5.1","1.2.5.1,7.1.1.3",1.0
2.0,PWY0-1329,succinate to cytochrome bo oxidase electron transfer,2.0,"1.3.5.1,7.1.1.3","7.1.1.3,1.3.5.1",1.0
2.0,PWY-6999,theophylline degradation,4.0,"1.14.13.179,1.17.3.2,1.14.13.178,1.17.1.4","1.17.3.2,1.17.1.4",0.5
1.0,PWY-5461,betanidin degradation,1.0,1.11.1.7,1.11.1.7,1.0
1.0,PWY18C3-5,alpha-tomatine degradation,2.0,"3.2.1,3.2.1.21",3.2.1.21,0.5
3.0,PWY-7102,bisabolene biosynthesis (engineered),6.0,"4.2.3.38,4.2.3.59,2.5.1.1,4.2.3.55,5.3.3.2,2.5.1.10","5.3.3.2,2.5.1.10,2.5.1.1",0.5
1.0,PWY-5927,(4S)-carveol and (4S)-dihydrocarveol degradation,7.0,"1.1.98,1.1.1.296,3.1.1.83,6.2.1,1.3.99.25,1.1.1.275,1.14.13.105",3.1.1.83,0.14285714285714285
1.0,PWY-5922,(4R)-carveol and (4R)-dihydrocarveol degradation,6.0,"3.1.1.83,6.2.1,1.1.98,1.1.1.296,1.3.99.25,1.14.13.105",3.1.1.83,0.16666666666666666
2.0,PWY-5924,limonene degradation II (L-limonene),5.0,"1.14.13.107,1.1.98,6.2.1,1.1.1.297,3.3.2.8","3.3.2.8,1.14.13.107",0.4
2.0,PWY-5923,limonene degradation I (D-limonene),5.0,"1.14.13.107,1.1.98,6.2.1,1.1.1.297,3.3.2.8","3.3.2.8,1.14.13.107",0.4
1.0,PWY-8029,limonene degradation IV (anaerobic),7.0,"1.17.99.8,4.2.1,1.1.1,1.1.1.144,6.2.1.M31,3.7.1,1.2.1.3",1.2.1.3,0.14285714285714285
1.0,PWY-7859,jasmonoyl-L-isoleucine inactivation,4.0,"1.14.14.48,3.5.1.127,2.8.2.39,2.4.1",3.5.1.127,0.25
1.0,PWY-6422,D-arginine degradation,1.0,1.4.1.25,1.4.1.25,1.0
1.0,PWY-8110,L-dopa degradation II (bacterial),2.0,"1.1.99.M7,4.1.1.28",4.1.1.28,0.5
2.0,PWY-1781,beta-alanine degradation II,2.0,"1.2.1.18,2.6.1.18","2.6.1.18,1.2.1.18",1.0
1.0,BETA-ALA-DEGRADATION-I-PWY,beta-alanine degradation I,2.0,"2.6.1.120,1.2.1.18",1.2.1.18,0.5
1.0,HYDROXYPRODEG-PWY,trans-4-hydroxy-L-proline degradation I,4.0,"2.6.1.23,1.5.5.3,4.1.3.16,1.2.1",4.1.3.16,0.25
3.0,PWY-7515,trans-3-hydroxy-L-proline degradation,3.0,"1.5.1.49,1.5.1.1,4.2.1.77","1.5.1.1,4.2.1.77,1.5.1.49",1.0
3.0,PWY-5159,trans-4-hydroxy-L-proline degradation II,4.0,"1.14.19,3.5.4.22,5.1.1.8,1.2.1.26","3.5.4.22,1.2.1.26,5.1.1.8",0.75
2.0,PWY-8186,L-proline degradation II (reductive Stickland reaction),2.0,"5.1.1.4,1.21.4.1","1.21.4.1,5.1.1.4",1.0
2.0,PROUT-PWY,L-proline degradation I,2.0,"1.5.5.2,1.2.1.88","1.2.1.88,1.5.5.2",1.0
2.0,PWY-4002,L-asparagine degradation II,2.0,"3.5.1.3,2.6.1.14","2.6.1.14,3.5.1.3",1.0
4.0,ASPARAGINE-DEG1-PWY-1,L-asparagine degradation III (mammalian),4.0,"2.6.1.1,3.5.1.38,3.5.1.1,3.5.1.26","2.6.1.1,3.5.1.38,3.5.1.26,3.5.1.1",1.0
2.0,ASPARAGINE-DEG1-PWY,L-asparagine degradation I,2.0,"3.5.1.38,3.5.1.1","3.5.1.1,3.5.1.38",1.0
1.0,TRYPDEG-PWY,L-tryptophan degradation II (via pyruvate),1.0,3.5.99.10,3.5.99.10,1.0
3.0,PWY-3181,L-tryptophan degradation VI (via tryptamine),4.0,"1.2.3.7,4.1.1.28,4.1.1.105,1.4.3.4","1.4.3.4,4.1.1.28,4.1.1.105",0.75
2.0,PWY-3162,L-tryptophan degradation V (side chain pathway),7.0,"1.2.1.5,1.13.99.3,1.2.1,1.1.1,1.1.1.1,1.1.3.M5,1.13.99","1.2.1.5,1.1.1.1",0.2857142857142857
2.0,PWY-5081,L-tryptophan degradation VIII (to tryptophol),5.0,"2.6.1.28,2.6.1.1,2.6.1.27,4.1.1.74,1.1.1.190","4.1.1.74,2.6.1.1",0.4
5.0,PWY-6307,"L-tryptophan degradation X (mammalian, via tryptamine)",6.0,"1.1.1.2,1.1.1.191,4.1.1.28,4.1.1.105,1.2.1.3,1.4.3.4","1.2.1.3,1.4.3.4,1.1.1.2,4.1.1.28,4.1.1.105",0.8333333333333334
7.0,PWY-8190,L-glutamate degradation XI (reductive Stickland reaction),8.0,"4.2.1.167,1.3.1.109,1.1.1.399,7.2.4.5,1.4.1.2,2.8.3.1,2.8.3.8,2.8.3.12","2.8.3.8,1.1.1.399,7.2.4.5,2.8.3.12,4.2.1.167,2.8.3.1,1.4.1.2",0.875
1.0,PWY-5766,L-glutamate degradation X,1.0,1.4.1.3,1.4.1.3,1.0
1.0,PWY0-1305,L-glutamate degradation IX (via 4-aminobutanoate),1.0,4.1.1.15,4.1.1.15,1.0
1.0,GLUTAMATE-DEG1-PWY,L-glutamate degradation I,1.0,1.4.1.2,1.4.1.2,1.0
4.0,HISDEG-PWY,L-histidine degradation I,4.0,"3.5.2.7,3.5.3.8,4.3.1.3,4.2.1.49","3.5.2.7,4.2.1.49,3.5.3.8,4.3.1.3",1.0
5.0,PWY-5028,L-histidine degradation II,5.0,"4.2.1.49,3.5.1.68,3.5.3.13,3.5.2.7,4.3.1.3","4.3.1.3,3.5.1.68,4.2.1.49,3.5.3.13,3.5.2.7",1.0
1.0,PWY-5031,L-histidine degradation V,2.0,"2.6.1.58,1.1.1.27",1.1.1.27,0.5
3.0,HISHP-PWY,L-histidine degradation VI,4.0,"3.5.2.7,4.3.1.3,1.17.3,4.2.1.49","3.5.2.7,4.2.1.49,4.3.1.3",0.75
6.0,PWY-5030,L-histidine degradation III,6.0,"4.2.1.49,3.5.4.9,3.5.2.7,4.3.1.3,2.1.2.5,4.3.1.4","4.3.1.3,2.1.2.5,4.2.1.49,3.5.2.7,3.5.4.9,4.3.1.4",1.0
5.0,LEU-DEG2-PWY,L-leucine degradation I,7.0,"4.2.1.18,6.4.1.4,1.3.8.4,1.2.1.25,2.6.1.6,2.6.1.42,4.1.3.4","2.6.1.42,4.1.3.4,4.2.1.18,1.3.8.4,6.4.1.4",0.7142857142857143
4.0,PWY-7767,L-leucine degradation IV (reductive Stickland reaction),6.0,"1.1.1.345,1.3.1.44,2.8.3.24,4.2.1.157,2.6.1.6,2.6.1.42","2.8.3.24,2.6.1.42,4.2.1.157,1.3.1.44",0.6666666666666666
2.0,PWY-5076,L-leucine degradation III,4.0,"1.1.1.1,2.6.1.6,2.6.1.42,4.1.1.72","2.6.1.42,1.1.1.1",0.5
2.0,PWY-8185,L-leucine degradation V (oxidative Stickland reaction),3.0,"2.6.1.6,2.6.1.42,1.2.7.7","2.6.1.42,1.2.7.7",0.6666666666666666
3.0,PWY-5079,L-phenylalanine degradation III,6.0,"1.1.1.1,2.6.1.58,4.1.1.43,2.6.1.1,2.6.1.57,2.6.1.27","1.1.1.1,2.6.1.57,2.6.1.1",0.5
3.0,PWY-8014,L-phenylalanine degradation VI (reductive Stickland reaction),7.0,"1.3.8.15,2.8.3.17,1.1.1.110,2.6.1.1,2.6.1.57,2.6.1.27,4.2.1.175","2.8.3.17,2.6.1.57,2.6.1.1",0.42857142857142855
1.0,PHENYLALANINE-DEG1-PWY,L-phenylalanine degradation I (aerobic),1.0,1.14.16.1,1.14.16.1,1.0
3.0,PWY-7158,L-phenylalanine degradation V,3.0,"1.5.1.34,1.14.16.1,4.2.1.96","4.2.1.96,1.5.1.34,1.14.16.1",1.0
8.0,PWY-6318,"L-phenylalanine degradation IV (mammalian, via side chain)",13.0,"1.4.3.21,1.4.3.4,2.3.1.192,1.13.11.27,1.1.1.110,2.6.1.1,2.6.1.57,2.6.1.27,1.2.1.39,6.2.1.30,2.3.1.14,4.1.1.28,4.1.1.53","2.6.1.57,2.6.1.1,1.2.1.39,1.4.3.21,1.4.3.4,6.2.1.30,4.1.1.28,1.13.11.27",0.6153846153846154
2.0,ARGDEG-V-PWY,L-arginine degradation X (arginine monooxygenase pathway),3.0,"3.5.3.7,1.13.12.1,3.5.1.4","3.5.1.4,3.5.3.7",0.6666666666666666
6.0,PWY-6344,L-arginine degradation XIV (oxidative Stickland reaction),7.0,"5.4.3.5,2.3.1.263,1.4.1.26,5.1.1.10,5.1.1.12,2.1.3.3,3.5.3.6","2.3.1.263,5.4.3.5,3.5.3.6,5.1.1.12,2.1.3.3,1.4.1.26",0.8571428571428571
5.0,AST-PWY,L-arginine degradation II (AST pathway),5.0,"3.5.3.23,2.3.1.109,3.5.1.96,1.2.1.71,2.6.1.81","1.2.1.71,3.5.3.23,2.3.1.109,3.5.1.96,2.6.1.81",1.0
4.0,PWY-5742,L-arginine degradation IX (arginine:pyruvate transaminase pathway),4.0,"3.5.3.7,2.6.1.84,4.1.1.75,1.2.1.54","2.6.1.84,1.2.1.54,3.5.3.7,4.1.1.75",1.0
4.0,PWY-8187,L-arginine degradation XIII (reductive Stickland reaction),4.0,"2.6.1.13,1.5.1.2,3.5.3.6,2.1.3.3","2.1.3.3,2.6.1.13,1.5.1.2,3.5.3.6",1.0
3.0,ARG-PRO-PWY,L-arginine degradation VI (arginase 2 pathway),3.0,"1.5.1.2,2.6.1.13,3.5.3.1","3.5.3.1,1.5.1.2,2.6.1.13",1.0
3.0,ARGDEG-IV-PWY,L-arginine degradation VIII (arginine oxidase pathway),4.0,"3.5.3.7,4.1.1.75,1.2.1.54,1.4.3.25","4.1.1.75,1.2.1.54,3.5.3.7",0.75
1.0,PWY-5024,L-arginine degradation XI,2.0,"3.5.3.7,2.6.1",3.5.3.7,0.5
2.0,PWY-7523,L-arginine degradation XII,4.0,"3.5.3.7,2.6.1,4.1.1.75,1.2.1","4.1.1.75,3.5.3.7",0.5
2.0,ARG-GLU-PWY,L-arginine degradation VII (arginase 3 pathway),2.0,"4.3.1.12,3.5.3.1","3.5.3.1,4.3.1.12",1.0
3.0,ARGDEG-III-PWY,L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway),3.0,"3.5.3.12,3.5.1.53,4.1.1.19","3.5.3.12,3.5.1.53,4.1.1.19",1.0
1.0,PWY66-428,L-threonine degradation V,2.0,"4.3.1.19,1.2.1.25",4.3.1.19,0.5
1.0,LCYSDEG-PWY,L-cysteine degradation II,1.0,3.5.99.10,3.5.99.10,1.0
1.0,PWY-5329,L-cysteine degradation III,2.0,"2.6.1.3,2.8.1.2",2.8.1.2,0.5
2.0,PWY-5057,L-valine degradation II,3.0,"1.1.1.1,2.6.1.42,4.1.1.72","2.6.1.42,1.1.1.1",0.6666666666666666
5.0,VALDEG-PWY,L-valine degradation I,8.0,"1.3.8.5,3.1.2.4,2.6.1.22,1.2.1.27,1.1.1.31,4.2.1.150,1.2.1.25,2.6.1.42","1.2.1.27,2.6.1.42,1.3.8.5,2.6.1.22,1.1.1.31",0.625
2.0,PWY-8183,L-valine degradation III (oxidative Stickland reaction),2.0,"1.2.7.7,2.6.1.42","2.6.1.42,1.2.7.7",1.0
3.0,GLYCLEAV-PWY,glycine cleavage,3.0,"2.1.2.10,1.8.1.4,1.4.4.2","2.1.2.10,1.8.1.4,1.4.4.2",1.0
1.0,GLYCGREAT-PWY,creatine biosynthesis,2.0,"2.1.1.2,2.1.4.1",2.1.4.1,0.5
3.0,PWY-8015,glycine degradation (reductive Stickland reaction),3.0,"2.7.2.15,2.7.2.1,1.21.4.2","2.7.2.1,2.7.2.15,1.21.4.2",1.0
2.0,PWY-8184,L-isoleucine degradation III (oxidative Stickland reaction),3.0,"1.2.7.7,3.1.2,2.6.1.42","2.6.1.42,1.2.7.7",0.6666666666666666
2.0,PWY-5078,L-isoleucine degradation II,3.0,"1.1.1.1,2.6.1.42,4.1.1.72","2.6.1.42,1.1.1.1",0.6666666666666666
3.0,ILEUDEG-PWY,L-isoleucine degradation I,6.0,"1.3.8.5,2.3.1.16,4.2.1.150,1.2.1.25,2.6.1.42,1.1.1.178","2.6.1.42,1.3.8.5,2.3.1.16",0.5
1.0,PWY-701,L-methionine degradation II,1.0,3.5.99.10,3.5.99.10,1.0
2.0,PWY-5082,L-methionine degradation III,3.0,"2.6.1.28,1.1.1.1,4.1.1.1","4.1.1.1,1.1.1.1",0.6666666666666666
1.0,ALANINE-DEG3-PWY,L-alanine degradation III,1.0,2.6.1.2,2.6.1.2,1.0
1.0,PWY1-2,L-alanine degradation IV,1.0,1.4.1.1,1.4.1.1,1.0
1.0,ALADEG-PWY,L-alanine degradation I,3.0,"1.4.5,5.1.1.10,5.1.1.1",5.1.1.1,0.3333333333333333
3.0,ALACAT2-PWY,L-alanine degradation II (to D-lactate),3.0,"1.1.1.28,1.4.1.2,2.6.1.2","1.1.1.28,1.4.1.2,2.6.1.2",1.0
1.0,SERDEG-PWY,L-serine degradation,1.0,3.5.99.10,3.5.99.10,1.0
1.0,ASPARTATE-DEG1-PWY,L-aspartate degradation I,1.0,2.6.1.1,2.6.1.1,1.0
